dataset,method,model,mean,q90,std,raw
musk,CV,LOF,0.175,0.222,0.039,"[0.22303, 0.20341, 0.20766, 0.21697, 0.13358, 0.26968000000000003, 0.14728, 0.14052, 0.1884, 0.2156, 0.10300000000000001, 0.21444, 0.2089, 0.14486000000000002, 0.12071, 0.11145000000000001, 0.24687, 0.17536, 0.17425000000000002, 0.18687, 0.18826, 0.21622, 0.15194, 0.19178, 0.18302000000000002, 0.22883, 0.14709, 0.18714, 0.17224, 0.17592, 0.1563, 0.15694, 0.13551, 0.18844, 0.17313, 0.22216, 0.25267, 0.1554, 0.16179, 0.22048, 0.08809, 0.13596, 0.10359, 0.20559, 0.15885, 0.15436, 0.14897, 0.11609, 0.19451, 0.16833, 0.16782, 0.19273, 0.12998, 0.18016000000000001, 0.22167, 0.15811, 0.21313000000000001, 0.23451, 0.21939, 0.24772, 0.15986, 0.16399, 0.20198, 0.19059, 0.19514, 0.19687000000000002, 0.09125, 0.20001, 0.16367, 0.16692, 0.18157, 0.21317, 0.24335, 0.1754, 0.15971, 0.21599000000000002, 0.18235, 0.13881000000000002, 0.13479, 0.18924, 0.19189, 0.14737, 0.10106, 0.16798000000000002, 0.20489000000000002, 0.16515, 0.22646, 0.19974, 0.17354, 0.09917000000000001, 0.14929, 0.19341, 0.13477, 0.2105, 0.11749, 0.13561, 0.12515, 0.16999, 0.1703, 0.11192]"
musk,CV,PCA,0.178,0.244,0.045,"[0.2511, 0.14988, 0.1512, 0.18997, 0.17202, 0.16771, 0.18394, 0.20208, 0.14488, 0.24812, 0.17129, 0.1549, 0.14611000000000002, 0.13476, 0.24564, 0.26869, 0.1084, 0.20342, 0.17121, 0.18109, 0.17505, 0.1794, 0.14226, 0.29324, 0.21072, 0.08122, 0.10552, 0.19934, 0.25, 0.17016, 0.11923, 0.18787, 0.17648, 0.12991, 0.22535, 0.13925, 0.2043, 0.16341, 0.15211, 0.18853, 0.11468, 0.24005, 0.20117000000000002, 0.12315, 0.24664, 0.14245, 0.20264000000000001, 0.24429, 0.11247, 0.13896, 0.20084, 0.11691, 0.20833000000000002, 0.16593, 0.16276000000000002, 0.20987, 0.20387, 0.14587, 0.126, 0.19114, 0.17061, 0.18722, 0.10958, 0.19714, 0.21779, 0.1979, 0.15642, 0.12224, 0.20251, 0.22573000000000001, 0.19791, 0.25515, 0.17183, 0.16446, 0.23315, 0.16855, 0.10309, 0.09884, 0.06647, 0.25743, 0.16919, 0.1736, 0.15479, 0.11193, 0.1841, 0.19106, 0.18315, 0.18687, 0.14993, 0.18783, 0.17182, 0.22105, 0.18332, 0.23589000000000002, 0.19864, 0.11153, 0.15777, 0.18997, 0.28301, 0.19003]"
musk,CV+,IForest,0.008,0.011,0.025,"[0, 0, 0.00281, 0, 0.13114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00417, 0, 0, 0, 0, 0.0075, 0, 0, 0, 0.04952, 0, 0, 0, 0.11018, 0, 0, 0.0709, 0.08886, 0, 0.051750000000000004, 0, 0.0, 0, 0.01733, 0.00984, 0, 0, 0, 0, 0.0513, 0, 0, 0, 0, 0.0, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00167, 0, 0, 0.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
musk,CV+,LOF,0.157,0.206,0.038,"[0.19232, 0.14159, 0.17777, 0.18928, 0.16635, 0.13765, 0.12988, 0.21887, 0.2676, 0.11233, 0.14349, 0.09404, 0.18362, 0.11105, 0.18349000000000001, 0.16818, 0.20199, 0.11377, 0.14824, 0.16302, 0.16663, 0.1387, 0.14515, 0.16249, 0.17964, 0.16653, 0.22743, 0.17792, 0.15321, 0.15725, 0.12816, 0.13871, 0.14057, 0.13258, 0.16543, 0.13287, 0.20761000000000002, 0.12502, 0.19667, 0.22496, 0.15787, 0.16178, 0.12911, 0.16055, 0.06928, 0.15587, 0.08178, 0.11142, 0.11206, 0.14837, 0.1342, 0.17283, 0.10216, 0.2295, 0.16473000000000002, 0.15078, 0.21589, 0.18213000000000001, 0.21598, 0.19234, 0.14857, 0.18109, 0.0814, 0.15233, 0.18092, 0.18692, 0.1731, 0.15419, 0.15697, 0.17221, 0.17245, 0.20536000000000001, 0.17097, 0.13421, 0.12532000000000001, 0.16255, 0.20889, 0.19254, 0.13046, 0.15982, 0.17932, 0.09411, 0.17774, 0.19329, 0.15532, 0.13057, 0.15941, 0.06849, 0.18583, 0.21838, 0.15094, 0.17114000000000001, 0.11476, 0.19749, 0.10962, 0.109, 0.11845, 0.11594, 0.13501, 0.09415]"
musk,CV+,PCA,0.174,0.236,0.044,"[0.15943, 0.24917, 0.19402, 0.17078000000000002, 0.1843, 0.24406, 0.1724, 0.148, 0.14317, 0.13698, 0.15615, 0.17123, 0.13495000000000001, 0.18235, 0.10564, 0.13928000000000001, 0.23315, 0.20059, 0.17827, 0.25433, 0.1765, 0.12717, 0.1252, 0.16654, 0.20811000000000002, 0.27639, 0.24854, 0.08298, 0.16935, 0.20085, 0.11708, 0.18823, 0.17347, 0.22173, 0.1499, 0.12423000000000001, 0.19694, 0.18799, 0.16195, 0.16285, 0.12359, 0.24093, 0.23825000000000002, 0.12315, 0.11019, 0.1337, 0.20615, 0.201, 0.13554, 0.22773000000000002, 0.19911, 0.16359, 0.1333, 0.15836, 0.11353, 0.19925, 0.21462, 0.20485, 0.1292, 0.18736, 0.16302, 0.11270000000000001, 0.19732, 0.18722, 0.19601000000000002, 0.11904, 0.15728, 0.21871000000000002, 0.22302, 0.19727, 0.18843000000000001, 0.25104, 0.16298, 0.16798, 0.22117, 0.06647, 0.10133, 0.17079, 0.10114000000000001, 0.25425, 0.14697, 0.16789, 0.15172, 0.14482, 0.10966000000000001, 0.15112, 0.17839, 0.19443, 0.14683000000000002, 0.179, 0.18995, 0.15586, 0.22035, 0.20112, 0.23564000000000002, 0.19657, 0.15549, 0.2712, 0.17785, 0.10967]"
pima,SC,IForest,0.058,0.172,0.146,"[0.0075, 0, 0, 0, 0, 0, 0, 0.17061, 0, 0, 0, 0.04889, 0, 0.07632, 0.021589999999999998, 0.042679999999999996, 0.037309999999999996, 0, 0.0325, 0, 0, 0, 0, 0, 0.28958, 0, 0.04979, 0.03, 0.005, 0, 0, 0.005, 0, 0, 0.01, 0.005, 0, 0, 0, 0, 0, 0.005, 0, 0, 0.48787, 0, 0, 0.18823, 0.0325, 0, 0, 0.019, 0.03227, 0, 0.06521, 0, 0, 0.004, 0.05354, 0.015, 0.74982, 0.0075, 0, 0.00636, 0, 0.44483, 0, 0, 0.02528, 0.01, 0, 0.002, 0.0135, 0, 0, 0, 0, 0.66357, 0, 0, 0, 0.0025, 0.0125, 0, 0.11625, 0.54345, 0.05438, 0, 0.05142, 0, 0.005, 0.49227, 0.42227, 0.33981, 0, 0.02591, 0, 0.075, 0, 0.005]"
pima,SC,LOF,0.032,0.06,0.104,"[0, 0, 0.24140999999999999, 0, 0, 0, 0.0265, 0, 0, 0.05879, 0, 0.004, 0, 0.07379, 0, 0, 0, 0, 0, 0.0025, 0, 0.025, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0.019, 0.006999999999999999, 0, 0, 0, 0, 0, 0, 0, 0, 0.02285, 0, 0, 0, 0, 0.02636, 0, 0.10489, 0.0325, 0.015, 0, 0, 0.42255, 0, 0.0025, 0.01464, 0.006999999999999999, 0, 0, 0, 0, 0, 0, 0.00571, 0, 0, 0, 0, 0.03999, 0.015, 0.03285, 0, 0, 0, 0, 0, 0, 0.0805, 0, 0, 0.04035, 0.03, 0.0275, 0.01428, 0.56635, 0, 0, 0, 0, 0.13592, 0.00714, 0.7061, 0.22963, 0.1205, 0, 0, 0.0075, 0.005, 0]"
pima,SC,PCA,0.042,0.186,0.095,"[0, 0, 0, 0, 0.14778, 0, 0.01, 0.094, 0.01482, 0, 0, 0.21977, 0, 0.0075, 0, 0.32464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0.00714, 0, 0, 0, 0.18374, 0, 0.15114, 0, 0, 0, 0, 0.0435, 0, 0, 0, 0, 0.14188, 0, 0, 0.59091, 0.2649, 0, 0.061, 0, 0.28261, 0.04, 0, 0, 0, 0, 0.20547, 0.062, 0, 0, 0.01625, 0.06021, 0, 0.006, 0, 0, 0.23823, 0, 0, 0, 0.015, 0, 0, 0.221, 0, 0, 0, 0, 0, 0.01414, 0.015, 0, 0.25479, 0, 0, 0.005, 0, 0.006, 0.0135, 0.15612, 0.24839, 0, 0, 0, 0.0985, 0, 0]"
pima,J,IForest,0.078,0.281,0.124,"[0.31888, 0, 0.14217, 0.035, 0.02, 0, 0, 0, 0.01, 0.01, 0.62979, 0.45376, 0.28119, 0, 0, 0.27121, 0.015, 0.07833, 0.17005, 0.04466, 0, 0.03218, 0, 0.02186, 0, 0, 0.02333, 0, 0.13834, 0, 0.02166, 0.005, 0.03499, 0, 0, 0.05268, 0.1498, 0.01, 0, 0, 0.34164, 0.00666, 0.015, 0.25969, 0, 0, 0.04833, 0.32757, 0.034, 0.035, 0.25418, 0.00929, 0.006919999999999999, 0.0, 0.004, 0, 0.12213, 0.04673, 0.02, 0.09633, 0.08296, 0.16467, 0, 0.20651, 0.1867, 0, 0, 0.00571, 0.005, 0.09667, 0, 0, 0.006, 0.002, 0.00571, 0.01583, 0.009000000000000001, 0.2489, 0.11096, 0, 0, 0.29616, 0, 0.20922, 0.38218, 0.05717, 0.01, 0, 0, 0.015, 0, 0.28371, 0, 0, 0.2365, 0, 0.29901, 0.29378, 0, 0.005]"
pima,J,LOF,0.067,0.205,0.146,"[0, 0, 0.49508, 0.12567, 0.20317, 0, 0, 0, 0.004, 0, 0, 0.005, 0, 0, 0, 0.09, 0, 0.0925, 0, 0.02583, 0.056, 0, 0, 0, 0, 0.006999999999999999, 0.005, 0, 0.005, 0.005, 0, 0.005, 0.005, 0, 0.005, 0, 0, 0, 0, 0.1175, 0, 0.095, 0.005, 0.005, 0.005, 0, 0.08167, 0, 0.50963, 0.22334, 0.146, 0, 0.03992, 0.41469, 0.006, 0, 0, 0.005, 0, 0.005, 0, 0.19042, 0.12, 0.06167, 0.01, 0, 0.02214, 0, 0.004, 0.005, 0, 0.004, 0, 0.032670000000000005, 0.004, 0, 0.20001, 0.035, 0.006, 0, 0.04066, 0.71968, 0, 0, 0.26071, 0, 0, 0.005, 0, 0.01529, 0.57964, 0.233, 0.46535, 0.62606, 0, 0.005, 0, 0.03267, 0.12556, 0.11975]"
pima,J,PCA,0.052,0.172,0.101,"[0, 0.26781, 0, 0.005, 0, 0.17195, 0, 0.015, 0.15791, 0.01, 0, 0.008, 0.10181, 0, 0, 0.015, 0.00833, 0, 0.08333, 0.01, 0, 0.02166, 0, 0, 0, 0.005, 0, 0, 0.02166, 0.02714, 0.025, 0, 0, 0, 0.005, 0.015, 0, 0, 0.12666, 0, 0, 0.14616, 0.015, 0.03214, 0, 0, 0.02, 0.46995, 0.41383, 0.28754, 0, 0.14166, 0.40082, 0, 0, 0.01, 0, 0, 0.015, 0.005, 0, 0.06833, 0.01, 0.10933, 0.17733, 0.01, 0, 0.0075, 0.01714, 0.015, 0.005, 0, 0, 0, 0, 0, 0, 0.065, 0.01, 0.11167, 0, 0.26334, 0, 0.00333, 0.2852, 0, 0, 0, 0.015, 0.005, 0.006, 0.35833, 0.16606, 0.01333, 0.02, 0.23417, 0, 0.125, 0.005, 0.01]"
pima,J+,IForest,0.046,0.155,0.093,"[0, 0, 0.18668, 0.15698, 0.15667, 0.005, 0.015, 0, 0.00333, 0, 0, 0.006, 0.1147, 0.05775, 0.0125, 0.34502, 0.00833, 0.03462, 0, 0.0532, 0, 0.01, 0, 0.04058, 0, 0, 0.02166, 0, 0, 0.03666, 0.02, 0.005, 0, 0, 0.03333, 0, 0, 0.015, 0, 0, 0.0425, 0.015, 0.04333, 0, 0, 0.20929, 0.02166, 0, 0.15497, 0.04394, 0, 0.51699, 0.04183, 0.01292, 0.12, 0, 0, 0.02, 0.00833, 0.01, 0.025, 0.06233, 0.06129, 0, 0.34172, 0.0295, 0, 0.01, 0.015, 0.005, 0, 0.005, 0, 0, 0.0, 0.00833, 0.01329, 0.025, 0.12824, 0, 0, 0.30417, 0.002, 0.105, 0.0555, 0.004, 0, 0, 0.015, 0.01, 0, 0.054, 0, 0.23133, 0.015, 0.005, 0.4349, 0.01333, 0.0175, 0.005]"
pima,J+,LOF,0.067,0.205,0.146,"[0.004, 0, 0, 0.20317, 0.12567, 0, 0.49508, 0, 0, 0, 0, 0, 0, 0.09, 0.0925, 0, 0.02583, 0, 0.005, 0, 0, 0.056, 0.006999999999999999, 0, 0, 0, 0.005, 0, 0.005, 0.005, 0, 0.005, 0.005, 0, 0, 0, 0.005, 0, 0, 0.1175, 0, 0.005, 0.095, 0.005, 0.005, 0, 0, 0.08167, 0.50963, 0.22334, 0, 0.41469, 0.006, 0.146, 0.03992, 0, 0.005, 0, 0.005, 0, 0, 0.12, 0, 0.02214, 0.06167, 0.19042, 0.01, 0, 0.005, 0.004, 0, 0, 0.004, 0, 0.006, 0.032670000000000005, 0.004, 0.20001, 0.035, 0, 0.26071, 0, 0, 0, 0.04066, 0.71968, 0, 0.005, 0, 0.01529, 0.233, 0, 0.62606, 0.57964, 0.46535, 0.005, 0, 0.11975, 0.03267, 0.12556]"
pima,J+,PCA,0.051,0.167,0.099,"[0.005, 0, 0.26281, 0, 0.17195, 0.01, 0.15791, 0, 0, 0.015, 0, 0.008, 0.00833, 0.015, 0.10181, 0, 0, 0.08333, 0.01, 0, 0.02166, 0, 0, 0.005, 0, 0, 0, 0.02714, 0, 0.02166, 0, 0, 0.005, 0.025, 0.015, 0, 0, 0, 0, 0.12666, 0.14616, 0, 0.015, 0.03214, 0.46995, 0, 0, 0.02, 0.41383, 0.28754, 0, 0, 0.14166, 0.40082, 0, 0, 0, 0.01, 0.015, 0.005, 0.06833, 0, 0.01, 0, 0.17733, 0.0075, 0.01, 0.10933, 0.01714, 0.015, 0, 0.005, 0, 0.01, 0, 0, 0.11167, 0, 0.065, 0, 0, 0.26334, 0.00333, 0, 0, 0.16687, 0, 0, 0.015, 0.005, 0.006, 0.16606, 0.35833, 0.23417, 0.02, 0.005, 0.125, 0.01333, 0.01, 0]"
pima,CV,IForest,0.059,0.215,0.11,"[0.015, 0, 0.455, 0.025, 0, 0.035, 0.215, 0, 0.09417, 0, 0, 0, 0.07379, 0, 0.06747, 0.07443, 0.005, 0, 0, 0, 0, 0, 0.16975, 0.01, 0, 0, 0, 0.02166, 0, 0.02, 0.02, 0, 0, 0.005, 0.02, 0.05933, 0, 0, 0, 0, 0, 0.23535, 0.01, 0.04333, 0, 0, 0.23004, 0.02, 0.60014, 0.15659, 0.22855, 0, 0, 0.13333, 0, 0.17383, 0.30082, 0.02, 0, 0.005, 0.004, 0, 0.17417, 0.01833, 0.34617, 0, 0.2172, 0, 0.12879, 0.005, 0, 0.005, 0, 0, 0.025, 0.005, 0, 0, 0.01714, 0.09628, 0, 0.37001, 0.00333, 0, 0.09328, 0, 0, 0, 0.15811, 0.00833, 0, 0.35986, 0.083, 0.02, 0, 0.07654, 0.0025, 0.13834, 0, 0.01]"
pima,CV,LOF,0.061,0.205,0.138,"[0, 0, 0.49376, 0.20317, 0, 0, 0, 0, 0.004, 0.12567, 0, 0, 0, 0, 0.09, 0, 0, 0, 0.0925, 0, 0, 0.006, 0.015, 0, 0, 0, 0, 0, 0.005, 0, 0.005, 0.005, 0, 0, 0, 0, 0, 0.11, 0, 0, 0.09767, 0.0042899999999999995, 0.005, 0.005, 0, 0.10266, 0, 0.005, 0.50447, 0.2175, 0.15, 0, 0, 0.41302, 0.01464, 0, 0, 0.005, 0.005, 0, 0, 0.05, 0.02214, 0.12, 0, 0.19572, 0.01, 0, 0.011, 0.004, 0, 0, 0, 0, 0.005, 0.006, 0.18667, 0.03, 0.004, 0, 0, 0.26167, 0.005, 0, 0.77798, 0.02966, 0.005, 0, 0, 0.006, 0, 0.218, 0.31367, 0.62922, 0.005, 0.29718, 0.03267, 0, 0.036, 0.11975]"
pima,CV,PCA,0.05,0.161,0.109,"[0.005, 0, 0.16612, 0.62782, 0, 0, 0.015, 0.13857, 0.01, 0, 0, 0, 0, 0, 0.13099, 0.01, 0.08833, 0.015, 0, 0.01, 0, 0, 0, 0, 0, 0.005, 0.02714, 0.02, 0, 0.02166, 0.02333, 0.005, 0, 0, 0, 0.015, 0.12666, 0, 0, 0, 0, 0.12033, 0.03214, 0.015, 0, 0.37891, 0.58675, 0.02, 0, 0.20338, 0.00833, 0, 0, 0.21099, 0, 0.015, 0, 0, 0.01, 0.005, 0.06333, 0.0275, 0, 0.179, 0.10933, 0.01714, 0.01, 0.0075, 0.01, 0.015, 0, 0.006, 0.005, 0, 0, 0, 0.07, 0.01, 0.099, 0, 0, 0.26501, 0, 0.00333, 0.16033, 0, 0, 0.015, 0, 0.005, 0.35833, 0.0235, 0.16517, 0.125, 0.01833, 0, 0.15, 0, 0.015, 0.01]"
pima,CV+,IForest,0.047,0.112,0.106,"[0, 0, 0.02633, 0, 0.04596, 0.03, 0.45351, 0.005, 0, 0, 0, 0, 0.055, 0, 0.016, 0.04025, 0, 0.06628, 0, 0.04766, 0, 0.02166, 0, 0, 0.17656, 0.005, 0, 0.02, 0.025, 0, 0.01, 0.02333, 0, 0, 0, 0, 0.015, 0.015, 0, 0, 0.03833, 0.10917, 0.01, 0, 0, 0, 0.4522, 0.02166, 0.53095, 0.10281, 0, 0, 0.13899, 0, 0.23669, 0, 0, 0.03333, 0.06195, 0.005, 0.021, 0.55509, 0.05333, 0, 0.06929, 0, 0.01, 0.0042899999999999995, 0.01, 0.015, 0, 0, 0, 0.005, 0.18904, 0.01, 0, 0.01, 0.13743, 0, 0, 0.30417, 0.06353, 0, 0, 0.01, 0, 0.015, 0.01833, 0, 0, 0.02, 0.09133, 0.02633, 0.09183, 0.07514, 0, 0.03833, 0.01333, 0]"
pima,CV+,LOF,0.065,0.204,0.143,"[0, 0, 0, 0.49376, 0.20317, 0, 0, 0.004, 0, 0.12067, 0.004, 0, 0, 0, 0.09, 0.0125, 0.16017, 0, 0, 0, 0.015, 0, 0, 0.034, 0.005, 0, 0, 0, 0, 0, 0.006, 0, 0.005, 0.005, 0, 0.115, 0, 0, 0, 0, 0.0042899999999999995, 0.005, 0.091, 0.005, 0, 0, 0.005, 0.08733, 0.60714, 0.21601, 0.41901, 0, 0, 0.15, 0.0077800000000000005, 0, 0.005, 0.005, 0, 0, 0, 0.05, 0.19572, 0, 0.12, 0, 0.02214, 0.005, 0.01, 0.004, 0.005, 0, 0.004, 0, 0.201, 0.004, 0.006, 0.02, 0.03, 0, 0, 0.005, 0.271, 0.77829, 0.03566, 0.005, 0, 0, 0, 0.03229, 0, 0.62753, 0.218, 0.04834, 0.40701, 0, 0.005, 0.29718, 0.11975, 0.06633]"
pima,CV+,PCA,0.048,0.158,0.101,"[0.005, 0.53482, 0, 0.015, 0.16612, 0, 0.14357, 0, 0, 0.01, 0, 0.13099, 0, 0, 0.015, 0.01, 0, 0.08833, 0, 0.01, 0, 0, 0.005, 0, 0.02714, 0, 0, 0.02, 0, 0.02166, 0.02333, 0.005, 0.015, 0, 0, 0, 0.12666, 0, 0, 0, 0.12033, 0, 0, 0.37522, 0.03214, 0, 0.53272, 0.02, 0.20205, 0.015, 0.00833, 0, 0.20015, 0, 0, 0, 0, 0.01, 0.005, 0.015, 0.0075, 0.0275, 0.179, 0.015, 0.06333, 0.10933, 0, 0.01, 0.01547, 0.01, 0, 0.005, 0.006, 0, 0, 0.083, 0.01, 0, 0.08, 0, 0, 0.15733, 0.26501, 0, 0, 0.00333, 0, 0.015, 0.005, 0, 0.01833, 0.15, 0.35833, 0.0185, 0.17517, 0.125, 0, 0.015, 0, 0.01]"
annthyroid,SC,IForest,0.161,0.262,0.091,"[0.18216, 0.07549, 0.0025, 0.224, 0.1869, 0.07993, 0.20368, 0.14691, 0.15381, 0.11326, 0.07233, 0.19819, 0, 0.05004, 0.33693, 0.23457, 0.30189, 0.20609, 0.00333, 0.25978, 0.30232, 0.07789, 0.23828, 0.2348, 0.13964, 0.15488, 0.2319, 0.26281, 0.19131, 0.14448, 0.17158, 0.01527, 0.18974, 0.12071, 0.00513, 0.23084, 0.05865, 0.01906, 0.43155, 0.059770000000000004, 0.20559, 0.32086, 0.03913, 0, 0.18255, 0.16427, 0.0859, 0.31601, 0.17554, 0.20436, 0.10516, 0.26042, 0.17344, 0.23023, 0.18221, 0.19868, 0.20316, 0.22554, 0.0225, 0.2536, 0.18048, 0.11586, 0.15271, 0.16793, 0.22079000000000001, 0.2497, 0.03438, 0.27824, 0.19197, 0.18423, 0.04766, 0.21672, 0.26069, 0.07314999999999999, 0.0041600000000000005, 0, 0.18819, 0.0989, 0.18156, 0.01417, 0.1268, 0.01358, 0.22536, 0.21725, 0.15627, 0.20201, 0.08552, 0.1754, 0.26197, 0.22445, 0.14939, 0.15482, 0.08678, 0.19785, 0.13725, 0.29263, 0.16347, 0.08426, 0.10823, 0.29087999999999997]"
annthyroid,SC,LOF,0.168,0.26,0.082,"[0.17195, 0.03768, 0.18442, 0.09245, 0.21299, 0.11474000000000001, 0.11216, 0.14396, 0.19196, 0.11475, 0.17101, 0.14289, 0.1476, 0.19447, 0.09273, 0.20038, 0.09145, 0.25617, 0.31255, 0.09012, 0.16614, 0.31776, 0.24797, 0.11403, 0.17807, 0.19157, 0.06499, 0.21281, 0.06162, 0.07465000000000001, 0.23394, 0.03668, 0.29306, 0.13293, 0.14285, 0.020220000000000002, 0.25334, 0.2402, 0.01973, 0.18857000000000002, 0.19637000000000002, 0.26199, 0.18949, 0.1547, 0.30021, 0.12837, 0.11392000000000001, 0.09788000000000001, 0.21793, 0.2954, 0.23846, 0.07488, 0.2086, 0.00799, 0.09865, 0.25693, 0.03382, 0.23566, 0.22918, 0.12873, 0.17645, 0.08898, 0.16501, 0.175, 0.20494, 0.19603, 0.2527, 0.24075, 0.12621, 0.23165, 0.13784, 0.21782, 0.00951, 0.08108, 0.04151, 0.04336, 0.30355, 0.2042, 0.25087, 0.20926, 0.2377, 0.33597, 0.19594, 0.16652, 0.22462000000000001, 0.25376, 0.25961, 0.24693, 0.08494, 0.23348, 0.18679, 0.09526, 0.16754, 0.16384, 0.03106, 0.02222, 0.31864, 0.02443, 0.17984, 0.28644]"
annthyroid,SC,PCA,0.171,0.268,0.071,"[0.13543, 0.20054, 0.20976, 0.061970000000000004, 0.25283, 0.16995, 0.11867, 0.23505, 0.19403, 0.14226, 0.20773, 0.06544, 0.10045, 0.2422, 0.16844, 0.15663, 0.32052, 0.1174, 0.18892, 0.2839, 0.21007, 0.32231, 0.06577, 0.1262, 0.25197, 0.26788, 0.27786, 0.09077, 0.15697, 0.1397, 0.19574, 0.12139, 0.08404, 0.16017, 0.21083, 0.14947, 0.08759, 0.01059, 0.20304, 0.13282, 0.28778, 0.18364, 0.05994, 0.16293, 0.19795000000000001, 0.26794, 0.14697, 0.11433, 0.13747, 0.1693, 0.20922, 0.24137, 0.1159, 0.04914, 0.10676000000000001, 0.0697, 0.11697, 0.18128, 0.25547, 0.16875, 0.13191, 0.19178, 0.1166, 0.19727, 0.25968, 0.20751, 0.22534, 0.15907, 0.1373, 0.15079, 0.08939, 0.1943, 0.02705, 0.02397, 0.04419, 0.1941, 0.11493, 0.29046, 0.18001, 0.25261, 0.11202000000000001, 0.23077, 0.24714, 0.21885, 0.26834, 0.20644, 0.20153, 0.0875, 0.23841, 0.17501, 0.17367, 0.21581, 0.11526, 0.18317, 0.14433, 0.31677, 0.07534, 0.12090000000000001, 0.20192, 0.27095]"
annthyroid,CV,IForest,0.159,0.25,0.081,"[0.2443, 0.18479, 0.2645, 0.14741, 0.10744, 0.24932, 0.0037, 0.05938, 0.05183, 0.012929999999999999, 0.20598, 0.18191, 0.20122, 0.19061, 0.14812, 0.10708, 0.1693, 0.28318, 0.15088000000000001, 0.28788, 0.22065, 0.14232, 0.23604, 0.09566, 0.08043, 0.1791, 0.26019, 0.24747, 0.23005, 0.21196, 0.15703, 0.08018, 0.13898, 0.06107, 0.15348, 0.10569, 0.26584, 0.19566, 0.2217, 0.04668, 0.2138, 0.1815, 0.16417, 0.22615, 0.09381, 0.13698, 0.33273, 0.16570000000000001, 0.14515, 0.21833, 0.19829, 0.19548000000000001, 0.05586, 0, 0.0537, 0.16828, 0.02468, 0.23948, 0.20774, 0.26999, 0.14017, 0.19702, 0.006390000000000001, 0.07846, 0.11063, 0.19015, 0.22753, 0.24974, 0.11144, 0.21689, 0.20354, 0.07778, 0, 0.18099, 0.13377, 0.01732, 0.03076, 0.19168000000000002, 0.03861, 0.14419, 0.23592, 0.23004, 0.1042, 0.20364, 0.26611, 0.19729, 0.08968, 0.25492, 0.23219, 0.22566, 0.0027800000000000004, 0.21365, 0.15669, 0.25059, 0.01298, 0.21324, 0, 0.18271, 0.18555, 0.22411]"
annthyroid,CV,LOF,0.161,0.24,0.064,"[0.07956, 0.141, 0.18719, 0.13501, 0.10269, 0.1154, 0.1683, 0.18906, 0.13057, 0.10734, 0.16457, 0.19499, 0.13076000000000002, 0.17961, 0.19576, 0.02088, 0.30044, 0.17887, 0.26048, 0.13344, 0.13195, 0.20129, 0.28764, 0.16543, 0.16783, 0.21975, 0.10262, 0.06037, 0.21823, 0.13827, 0.1153, 0.15327, 0.17366, 0.18963, 0.08691, 0.03475, 0.16757, 0.04932, 0.16948, 0.18068, 0.18134, 0.19276000000000001, 0.20575000000000002, 0.18136, 0.20987, 0.21422, 0.21745, 0.20234, 0.19859, 0.132, 0.25031, 0.18959, 0.11465, 0.14277, 0.14627, 0.20612, 0.1487, 0.19955, 0.13714, 0.0523, 0.14684, 0.18918000000000001, 0.16927999999999999, 0.20263, 0.20088, 0.13558, 0.19791, 0.2575, 0.14938, 0.16028, 0.18257, 0.1873, 0.03553, 0.03255, 0.13925, 0.2177, 0.09298000000000001, 0.09812, 0.32773, 0.22824, 0.06547, 0.18993, 0.23106000000000002, 0.11733, 0.23931, 0.13679, 0.20394, 0.26297, 0.26601, 0.04561, 0.10299, 0.07262, 0.07795, 0.09864, 0.26688, 0.08458, 0.16219, 0.1149, 0.10292, 0.27899]"
annthyroid,CV,PCA,0.164,0.236,0.055,"[0.1794, 0.12692, 0.2032, 0.19987, 0.11647, 0.16144, 0.14957, 0.1534, 0.10596, 0.12856, 0.11912, 0.15296, 0.14645, 0.1361, 0.14366, 0.16379, 0.16214, 0.30917, 0.19121, 0.24133, 0.28455, 0.18894, 0.03855, 0.20504, 0.11985, 0.25421, 0.11443, 0.18768, 0.19416, 0.20275, 0.17007, 0.13442, 0.17414, 0.08705, 0.19324, 0.09198, 0.12284, 0.13972, 0.06531, 0.18735, 0.25184, 0.13664, 0.22917, 0.05648, 0.20006, 0.11488, 0.15581, 0.15542, 0.26995, 0.20258, 0.21571, 0.12302, 0.23028, 0.12114, 0.13492, 0.1105, 0.12765, 0.21038, 0.12116, 0.19613, 0.14548, 0.12586, 0.15093, 0.19509, 0.12848, 0.18024, 0.21256, 0.24134, 0.15208, 0.12497, 0.16165, 0.18652, 0.04997, 0.05951, 0.12834, 0.12117, 0.23325, 0.13641, 0.16001, 0.23305, 0.12166, 0.2185, 0.17859, 0.22817, 0.21012, 0.25559, 0.13529, 0.23515, 0.0689, 0.14158, 0.13796, 0.10753, 0.16525, 0.13805, 0.28792, 0.12478, 0.16878, 0.18482, 0.28331, 0.11932]"
