dataset,method,model,calib_size,mean,q90,std,raw
wbc,JaB,PCA,700,0.747,0.918,0.141,"[0.86, 0.94, 0.72339, 0.902, 0.73108, 0.78434, 0.98, 0.71428, 0.86418, 0.38, 0.85837, 0.91129, 0.76835, 0.86, 0.87618, 0.72478, 0.87, 0.93337, 0.53184, 0.79052, 0.82086, 0.6450899999999999, 0.63449, 0.67216, 0.98, 0.85927, 0.76, 0.71013, 0.84786, 0.6258900000000001, 0.69504, 0.74, 0.75706, 0.56864, 0.58429, 1.0, 0.7617, 0.58755, 0.53588, 0.6035, 0.79162, 0.79755, 0.74844, 0.71375, 0.75624, 0.7214700000000001, 0.89772, 0.46214, 0.81332, 0.80206, 0.71928, 0.65001, 0.76406, 0.91, 0.98, 0.323, 0.6184, 0.65259, 0.77143, 0.8, 0.78823, 0.63814, 0.65687, 0.75393, 0.64677, 0.89454, 0.94, 0.96, 0.66456, 0.49279, 0.71577, 0.69437, 0.60897, 0.75163, 0.98, 0.94, 0.7117, 0.73982, 0.6007, 0.39, 0.90429, 0.88836, 0.67243, 0.8450799999999999, 0.82021, 0.89837, 0.72, 0.86502, 0.63093, 0.91652, 0.76719, 0.58418, 0.63118, 0.8267100000000001, 0.62624, 0.59949, 0.91, 0.75607, 0.54638, 0.68603]"
wbc,JaB,PCA,800,0.732,0.94,0.156,"[0.94, 0.94, 0.76436, 0.71394, 0.74108, 1.0, 0.6775100000000001, 0.70381, 0.59, 0.97, 0.75335, 0.85837, 0.5485, 0.86, 0.87, 0.9117, 0.52403, 0.79052, 0.72478, 0.87618, 0.55509, 0.66635, 0.63117, 0.98, 0.76264, 0.82086, 0.7946, 0.74, 0.6258900000000001, 0.84386, 0.68429, 0.56169, 0.62581, 0.596, 0.67503, 0.73788, 0.74, 0.6096199999999999, 0.65899, 0.97, 0.46614, 0.73414, 0.74661, 0.87004, 0.80206, 0.73898, 0.81532, 0.33, 0.7214700000000001, 0.76272, 0.76904, 0.75743, 0.39699, 0.323, 0.91, 0.71786, 0.64752, 0.65259, 0.79, 0.91, 0.79823, 0.5998, 0.50864, 0.94, 0.77728, 0.92, 0.622, 0.66456, 0.96, 0.64378, 0.71577, 0.70021, 0.73782, 0.94, 0.98, 0.62898, 0.7167, 0.75163, 0.21716, 0.39, 0.88836, 0.8450799999999999, 0.67243, 0.86429, 0.91419, 0.89837, 0.78734, 0.70828, 0.73, 0.91652, 0.58003, 0.8372, 0.94, 0.76428, 0.83768, 0.48735, 0.6369, 0.5945199999999999, 0.6668, 0.54638]"
wbc,JaB,PCA,900,0.737,0.931,0.149,"[0.94, 0.93, 0.72435, 0.74108, 1.0, 0.76436, 0.87545, 0.56751, 0.66, 0.71461, 0.8875, 0.76835, 0.86, 0.556, 0.72478, 0.9117, 0.79052, 0.60051, 0.94, 0.87618, 0.6450899999999999, 0.82086, 0.59489, 0.66635, 0.7946, 0.98, 0.76347, 0.76, 0.71589, 0.80586, 0.62581, 0.74, 0.7617, 0.6267, 0.596, 0.58004, 0.20679, 0.75705, 1.0, 0.62231, 0.74661, 0.8206600000000001, 0.67498, 0.75402, 0.80206, 0.46214, 0.49, 0.76272, 0.87004, 0.72201, 0.6736800000000001, 0.76904, 0.6784, 0.72368, 0.92, 0.65259, 0.323, 0.77143, 0.98, 0.79, 0.79823, 0.91, 0.59389, 0.92, 0.69725, 0.662, 0.94, 0.50863, 0.69456, 0.60478, 0.71952, 0.69311, 0.67698, 0.55787, 0.73963, 0.98, 0.94, 0.39, 0.7167, 0.61362, 0.66943, 0.88836, 0.87, 0.89837, 0.84224, 0.72, 0.76184, 0.70537, 0.91419, 0.87485, 0.58003, 0.83219, 0.85293, 0.65574, 0.59949, 0.75894, 0.49035, 0.94, 0.67885, 0.55038]"
wbc,JaB,PCA,1000,0.744,0.931,0.146,"[0.94, 0.93, 0.73108, 0.71675, 0.76434, 0.70214, 0.56751, 0.87545, 0.66, 1.0, 0.86, 0.79052, 0.88629, 0.875, 0.47602, 0.77335, 0.9267, 0.72478, 0.74119, 0.94, 0.64177, 0.85927, 0.76264, 0.6450899999999999, 0.65535, 0.82086, 0.98, 0.79, 0.84386, 0.71388, 0.69504, 0.7617, 0.87, 0.75705, 0.57836, 0.58, 0.596, 1.0, 0.6217, 0.60564, 0.74844, 0.77815, 0.81532, 0.80206, 0.74661, 0.46214, 0.64588, 0.59, 0.72201, 0.82272, 0.76904, 0.148, 0.64701, 0.884, 0.71786, 0.98, 0.6784, 0.77143, 0.65259, 0.785, 0.79823, 0.899, 0.5998, 0.50137, 0.96, 0.68687, 0.94, 0.76728, 0.66456, 0.6441, 0.72035, 0.69107, 0.73698, 0.94, 0.55511, 0.98, 0.75163, 0.39, 0.7167, 0.587, 0.76836, 0.67243, 0.8450799999999999, 0.89837, 0.88179, 0.75887, 0.78987, 0.72, 0.91419, 0.91652, 0.58003, 0.83219, 0.85293, 0.91, 0.66858, 0.76428, 0.59949, 0.66072, 0.48735, 0.5468]"
wbc,J+aB,PCA,100,0.482,0.793,0.269,"[0.64, 0.89238, 0.79239, 0.94, 0.20921, 0.61145, 0.4, 0.4, 0.65, 0.60992, 0.54262, 0.55408, 0.8692, 0.89047, 0, 0, 0.798, 0.48457, 0.4, 0.105, 0.00333, 0.0825, 0.47666, 0.89194, 0.58024, 0.4, 0.68023, 0.85653, 0.74517, 0.274, 0.74056, 0.22, 0.185, 0.41947, 0.41129, 0.0109, 0.326, 0.73906, 0.79, 0.22974, 0.70796, 0.5165, 0.61975, 0.78206, 0.4, 0.43457, 0.91272, 0.76, 0.79755, 0.70867, 0.27873, 0.72802, 0, 0, 0.31889, 0.4, 0.76858, 0.63258, 0.76, 0.4, 0.40287, 0.44, 0.0525, 0.6845600000000001, 0.43368, 0.64, 0.382, 0.6875, 0.69128, 0.3295, 0.60815, 0.45492, 0.634, 0.4, 0.67248, 0.58, 0.55287, 0, 0.69668, 0.65231, 0, 0.72947, 0.76209, 0.57633, 0.105, 0, 0.89003, 0.1275, 0.165, 0.28337, 0.15, 0.358, 0.07807, 0.66337, 0.76428, 0.43178, 0.4, 0.4, 0, 0.54562]"
wbc,J+aB,PCA,200,0.697,0.907,0.208,"[0.87, 0.85666, 0.86, 0.7911, 0.98, 0.56751, 0.98, 0.819, 0.70221, 0.90003, 0.57, 0.76, 0.77706, 0.73678, 0.94, 0.8577, 0.8657, 0.47352, 0.87, 0.85437, 0.33948, 0.87, 0.59113, 0.72313, 0.77739, 0.9067, 0.60335, 0.75253, 0.90944, 0.74086, 0.89586, 0.74, 0.77056, 0.11, 0.54066, 0.58504, 0.59755, 0.59437, 0.76604, 0.97, 0.82532, 0.78988, 0.80606, 0.78661, 0.80956, 0.85299, 0.33, 0.51385, 0.83272, 0.71813, 0, 0.39261999999999997, 0.92, 0.68406, 0.66243, 0.72511, 0.63258, 0.825, 0.87, 0.96858, 0.4595, 0.42505, 0.79903, 0.7685, 0.85554, 0.56687, 0.49198000000000003, 0.94, 0.96, 0.71178, 0.73494, 0.61, 0.72032, 0.61883, 0.57104, 0.73836, 0.71428, 0.91, 0.67089, 0.83555, 0.405, 0.53583, 0.67843, 0.80303, 0.78947, 0.395, 0.72, 0.63714, 0, 0.79169, 0.30502, 0.75805, 0.87, 0.6218899999999999, 0.89691, 0.78404, 0.67115, 0.64649, 0, 0.54822]"
wbc,J+aB,PCA,300,0.721,0.926,0.182,"[0.85666, 0.86, 0.92145, 0.72435, 0.86418, 0.89, 0.7197, 0.98, 0.75, 0.87686, 0.26, 0.9267, 0.78706, 0.47352, 0.926, 0.73678, 0.87, 0.79052, 0.88504, 0.94, 0.89194, 0.63594, 0.41948, 0.65335, 0.82086, 0.98, 0.72271, 0.63439, 0.79586, 0.8167, 0.50942, 0.735, 0.89085, 0.58, 0.2885, 0.76756, 0.58804, 0.59755, 0.56508, 0.97, 0.74844, 0.78778, 0.76782, 0.80878, 0.83272, 0.84999, 0.49, 0.58436, 0.80206, 0.71867, 0.68406, 0.91, 0.70028, 0.27591, 0.60608, 0.87758, 0.43136, 0.70898, 0.91, 0.77, 0.79456, 0.81771, 0.87, 0.48779, 0.71691, 0.96, 0.94, 0.77781, 0.53791, 0.5595, 0.70443, 0.6765, 0.66146, 0.98, 0.5406299999999999, 0.94, 0.765, 0.71001, 0.7167, 0.62422, 0.155, 0.91003, 0.70108, 0.72863, 0.70837, 0.95, 0.5645, 0.63639, 0.79169, 0.73252, 0.075, 0.8230500000000001, 0.85418, 0.91, 0.76428, 0.663, 0.63419, 0.53835, 0.5047699999999999, 0.54988]"
wbc,J+aB,PCA,400,0.703,0.91,0.171,"[0.9275, 0.74, 0.72435, 0.78434, 0.94, 0.74, 0.75251, 0.98, 0.52, 0.66343, 0.847, 0.77135, 0.39, 0.91183, 0.97, 0.79052, 0.7251, 0.47352, 0.76852, 0.94, 0.74086, 0.34032, 0.65535, 0.7370099999999999, 0.91, 0.71803, 0.61313, 0.82085, 0.57738, 0.80417, 0.73504, 0.87, 0.55933, 0.8867, 0.58429, 0.71604, 0.56285, 0.76756, 0.59797, 1.0, 0.7716, 0.76463, 0.82332, 0.78899, 0.59, 0.80606, 0.60351, 0.79897, 0.72173, 0.72201, 0.09949, 0.5085, 0.30453, 0.71428, 0.56256, 0.81808, 0.8355, 0.63757, 0.91, 0.77, 0.79823, 0.87, 0.52019, 0.89, 0.69374, 0.79518, 0.94, 0.516, 0.5595, 0.64127, 0.62448, 0.7112, 0.65412, 0.60497, 0.98, 0.70859, 0.39, 0.76, 0.72026, 0.135, 0.67843, 0.76836, 0.70837, 0.7386199999999999, 0.86429, 0.72, 0.46343, 0.79169, 0.83979, 0.73252, 0.33001, 0.76719, 0.79118, 0.7657, 0.5445, 0.87, 0.60584, 0.59755, 0.50888, 0.55246]"
wbc,J+aB,PCA,500,0.718,0.872,0.155,"[0.8, 0.85666, 0.59, 0.77769, 0.94, 0.98, 0.80418, 0.94, 0.71127, 0.72393, 0.47602, 0.77135, 0.73478, 0.57, 0.9267, 0.86, 0.66616, 0.87, 0.86136, 0.80351, 0.41948, 0.82086, 0.98, 0.65535, 0.71042, 0.60677, 0.75, 0.72313, 0.80417, 0.57438, 0.76129, 0.75705, 0.865, 0.56983, 0.70147, 0.7617, 0.65268, 0.61962, 1.0, 0.60231, 0.74066, 0.7416, 0.76463, 0.69148, 0.83, 0.79522, 0.80606, 0.46901, 0.76824, 0.72201, 0.22699, 0.75804, 0.311, 0.70028, 0.87, 0.56352, 0.63258, 0.77143, 0.785, 0.87, 0.79456, 0.859, 0.77667, 0.89, 0.54971, 0.94, 0.516, 0.74674, 0.507, 0.64327, 0.7067, 0.66115, 0.98, 0.66558, 0.7167, 0.86, 0.49195, 0.75163, 0.765, 0.135, 0.70836, 0.74024, 0.90429, 0.67243, 0.46183, 0.72, 0.685, 0.81788, 0.79169, 0.72652, 0.58003, 0.83219, 0.85933, 0.87, 0.62444, 0.67333, 0.61877, 0.64688, 0.51032, 0.5508]"
wbc,J+aB,PCA,600,0.731,0.91,0.144,"[0.72435, 0.86, 0.94, 0.68421, 0.80207, 0.87, 0.80418, 0.78434, 0.98, 0.94, 0.95879, 0.875, 0.77135, 0.39, 0.74878, 0.79052, 0.47602, 0.93337, 0.86935, 0.89, 0.63509, 0.74086, 0.98, 0.66635, 0.64019, 0.8614, 0.66911, 0.74, 0.8458600000000001, 0.62388, 0.79464, 0.55679, 0.74, 0.7617, 0.75705, 0.57914, 0.2885, 0.61962, 0.97, 0.61565, 0.76893, 0.81532, 0.74329, 0.7527200000000001, 0.47268, 0.75624, 0.80206, 0.79797, 0.72, 0.71867, 0.68072, 0.40949, 0.311, 0.56935, 0.71928, 0.73142, 0.91, 0.66423, 0.91, 0.785, 0.79823, 0.77775, 0.84025, 0.89, 0.50882, 0.69374, 0.94, 0.751, 0.54285, 0.64327, 0.72021, 0.70443, 0.98, 0.71, 0.60497, 0.71782, 0.75163, 0.765, 0.7167, 0.61362, 0.88836, 0.67843, 0.87, 0.73, 0.8450799999999999, 0.44185, 0.77148, 0.73837, 0.79169, 0.7216, 0.58003, 0.83219, 0.7382, 0.62707, 0.61127, 0.51032, 0.87, 0.726, 0.6948799999999999, 0.5468]"
wbc,J+aB,PCA,700,0.732,0.918,0.144,"[0.71247, 0.72339, 0.86, 0.6775100000000001, 0.94, 0.95, 0.77436, 0.33, 0.68604, 0.98, 0.55183, 0.86, 0.545, 0.53508, 0.77206, 0.88419, 0.74878, 0.9267, 0.87, 0.8322, 0.63449, 0.60759, 0.66635, 0.62388, 0.7656, 0.74086, 0.7946, 0.98, 0.75, 0.86315, 0.69504, 0.74, 0.56, 0.60132, 0.76756, 0.596, 0.53893, 0.575, 0.6096199999999999, 1.0, 0.74844, 0.74329, 0.80206, 0.89772, 0.81332, 0.75757, 0.46699999999999997, 0.85257, 0.7214700000000001, 0.71375, 0.75906, 0.71928, 0.91, 0.39507, 0.56839, 0.77143, 0.5609999999999999, 0.65259, 0.91, 0.86, 0.78823, 0.73499, 0.88454, 0.50864, 0.62029, 0.96, 0.94, 0.69779, 0.69456, 0.60211, 0.70443, 0.67698, 0.98, 0.7215, 0.63656, 0.94, 0.7117, 0.75163, 0.39, 0.61921, 0.8450799999999999, 0.87, 0.67243, 0.88836, 0.87837, 0.72, 0.46353, 0.78419, 0.82479, 0.91652, 0.58003, 0.8372, 0.7482, 0.76428, 0.63807, 0.61877, 0.91, 0.58117, 0.6948799999999999, 0.5468]"
wbc,J+aB,PCA,800,0.738,0.94,0.158,"[0.86, 0.73108, 0.59, 0.94, 0.94, 0.76434, 0.98, 0.71127, 0.6775100000000001, 0.72435, 0.86, 0.875, 0.79052, 0.93337, 0.53184, 0.77206, 0.94, 0.91183, 0.85419, 0.74078, 0.82086, 0.57177, 0.61009, 0.98, 0.66911, 0.8614, 0.65535, 0.74, 0.63439, 0.8458600000000001, 0.59137, 0.74, 0.69504, 0.575, 0.5985, 0.68429, 0.75705, 0.6096199999999999, 0.97, 0.53642, 0.76893, 0.75332, 0.66243, 0.74329, 0.80206, 0.49717, 0.33, 0.85397, 0.7214700000000001, 0.87004, 0.75906, 0.71928, 0.91, 0.148, 0.40699, 0.8051200000000001, 0.65259, 0.64185, 0.98, 0.86, 0.78823, 0.90125, 0.6373, 0.96, 0.50864, 0.62029, 0.75518, 0.69456, 0.94, 0.64327, 0.7112, 0.98, 0.70021, 0.73782, 0.94, 0.55787, 0.75163, 0.26, 0.7167, 0.61362, 0.88836, 0.67243, 0.89837, 0.91858, 0.72, 0.86429, 0.66033, 0.80979, 0.91419, 0.91652, 0.58003, 0.83219, 0.75559, 0.65907, 0.76537, 0.92, 0.62077, 0.69888, 0.57549, 0.5468]"
wbc,J+aB,PCA,900,0.724,0.921,0.172,"[0.98, 0.94, 0.52, 0.74075, 0.7293499999999999, 0.86, 0.76769, 0.90345, 0.69046, 0.35171, 0.77081, 0.877, 0.91183, 0.9267, 0.53408, 0.89, 0.86, 0.60085, 0.74078, 0.79052, 0.60759, 0.80182, 0.89086, 0.62117, 0.98, 0.65535, 0.87139, 0.71388, 0.80417, 0.74, 0.57442, 0.11, 0.75705, 0.59137, 0.74, 0.6035, 0.655, 0.97, 0.66588, 0.6517, 0.7722, 0.75624, 0.83066, 0.74661, 0.80206, 0.46699999999999997, 0.64004, 0.7527200000000001, 0.33, 0.72201, 0.75906, 0.5609999999999999, 0.39841, 0.98, 0.70928, 0.67435, 0.65259, 0.91, 0.79503, 0.74, 0.79823, 0.88025, 0.96, 0.53519, 0.57389, 0.622, 0.74727, 0.60455, 0.94, 0.64327, 0.7067, 0.73782, 0.98, 0.72021, 0.58597, 0.26, 0.7167, 0.94, 0.73963, 0.1275, 0.88836, 0.67243, 0.86429, 0.84539, 0.87837, 0.74308, 0.64912, 0.72, 0.91419, 0.91652, 0.83219, 0.58003, 0.81626, 0.69358, 0.61699, 0.92, 0.76537, 0.53835, 0.77601, 0.54706]"
wbc,J+aB,PCA,1000,0.745,0.915,0.14,"[0.76434, 0.66879, 0.93, 0.98, 0.48751, 0.78957, 0.71729, 0.945, 0.59, 0.87445, 0.9267, 0.875, 0.77135, 0.53508, 0.8322, 0.76, 0.9185, 0.89, 0.82935, 0.74078, 0.82086, 0.6450899999999999, 0.60177, 0.8614, 0.80586, 0.65335, 0.98, 0.80182, 0.71388, 0.77, 0.74, 0.62581, 0.60105, 0.7617, 0.6627, 0.58, 0.62337, 0.75705, 0.66588, 0.97, 0.74661, 0.77293, 0.80206, 0.74524, 0.85357, 0.76137, 0.46214, 0.49, 0.82272, 0.72201, 0.75906, 0.66576, 0.91, 0.91, 0.148, 0.70928, 0.65506, 0.65259, 0.77285, 0.86, 0.78823, 0.6198, 0.92, 0.48779, 0.61687, 0.96, 0.69456, 0.87, 0.76728, 0.64627, 0.68669, 0.72021, 0.55511, 0.98, 0.86, 0.75382, 0.73963, 0.7167, 0.76, 0.61362, 0.88836, 0.67243, 0.84062, 0.87837, 0.86429, 0.72, 0.91419, 0.80879, 0.66812, 0.87485, 0.58003, 0.8230500000000001, 0.75894, 0.91, 0.66825, 0.85293, 0.48535, 0.62388, 0.63877, 0.55106]"
pima,JaB,PCA,100,0.011,0.039,0.03,"[0, 0, 0.07513, 0.062150000000000004, 0, 0.06029, 0, 0, 0, 0, 0, 0, 0.002, 0, 0.007670000000000001, 0.01761, 0, 0, 0.13947, 0.03877, 0, 0, 0, 0.0419, 0, 0, 0, 0, 0, 0, 0, 0.00933, 0, 0.06783, 0, 0, 0, 0, 0, 0, 0.008, 0, 0.02, 0, 0, 0, 0, 0.07588, 0, 0, 0, 0, 0, 0, 0.01779, 0.12648, 0, 0, 0.004, 0, 0, 0, 0, 0, 0.08966, 0, 0, 0, 0, 0, 0, 0, 0.018000000000000002, 0, 0, 0, 0, 0, 0.02333, 0, 0, 0, 0, 0, 0, 0.0063100000000000005, 0, 0, 0, 0, 0.004, 0.17188, 0, 0, 0, 0, 0, 0, 0, 0]"
pima,JaB,PCA,200,0.014,0.036,0.023,"[0, 0.04415, 0, 0, 0, 0.14587, 0, 0.02638, 0.02, 0.01239, 0.006670000000000001, 0.00333, 0.07361000000000001, 0, 0.010660000000000001, 0, 0.006670000000000001, 0.01456, 0.00077, 0.006670000000000001, 0, 0, 0, 0, 0.0094, 0, 0.013340000000000001, 0, 0.013340000000000001, 0, 0.013340000000000001, 0.02049, 0, 0, 0.01167, 0.006670000000000001, 0, 0.013340000000000001, 0, 0, 0.02467, 0, 0.006670000000000001, 0, 0, 0.08838, 0, 0, 0.0375, 0.02, 0.013340000000000001, 0, 0.05401, 0.02401, 0, 0.01779, 0, 0, 0.006670000000000001, 0.026660000000000003, 0.01667, 0, 0, 0.02067, 0.022670000000000003, 0.013340000000000001, 0.11486, 0.00953, 0.030670000000000003, 0, 0, 0, 0.018000000000000002, 0, 0, 0, 0.006670000000000001, 0.01, 0.030000000000000002, 0, 0, 0, 0.05666, 0.03589, 0, 0, 0, 0, 0, 0.026660000000000003, 0.006670000000000001, 0.01667, 0.03401, 0.013330000000000002, 0.02, 0.0392, 0, 0.006670000000000001, 0.041, 0]"
pima,JaB,PCA,300,0.032,0.085,0.033,"[0, 0.025, 0, 0.12639, 0, 0.05166, 0, 0.0775, 0.030010000000000002, 0.059750000000000004, 0.026340000000000002, 0.04505, 0.0042899999999999995, 0.02, 0.03334, 0.08449, 0.015, 0.01, 0.07085, 0.06491, 0.03453, 0, 0.035, 0, 0.025, 0, 0.043340000000000004, 0, 0.025, 0.02834, 0.047170000000000004, 0, 0.02834, 0, 0.00167, 0.04867, 0, 0, 0.06334000000000001, 0, 0.05167, 0.06833, 0.006670000000000001, 0.035, 0.02333, 0.10588, 0, 0.02, 0.057550000000000004, 0.055, 0.018340000000000002, 0.006670000000000001, 0, 0.1165, 0.03501, 0.015790000000000002, 0.015, 0.021670000000000002, 0.013340000000000001, 0.051660000000000005, 0, 0.04167, 0, 0.08577, 0.0975, 0.02939, 0.08899, 0.06834, 0.055, 0.035, 0, 0.005, 0.006670000000000001, 0, 0.030000000000000002, 0.01167, 0, 0.11272, 0.04167, 0, 0, 0.10999, 0.00453, 0.041030000000000004, 0.015, 0.05158, 0.006670000000000001, 0, 0, 0.07666, 0, 0.09833, 0.0678, 0.045, 0.085, 0.04667, 0, 0.02834, 0, 0.01]"
pima,JaB,PCA,400,0.028,0.073,0.031,"[0.025, 0, 0.09137, 0, 0.015, 0, 0, 0.06042, 0.07707, 0.03, 0.04533, 0.02667, 0.00311, 0, 0.0315, 0.015, 0.036680000000000004, 0.006670000000000001, 0.06336, 0.01077, 0, 0, 0, 0.025, 0.04912, 0, 0.043340000000000004, 0, 0.025, 0.02834, 0.02834, 0.10807, 0, 0, 0, 0, 0.00333, 0.01667, 0.06334000000000001, 0, 0.03667, 0.025330000000000002, 0.035, 0.06967, 0.05167, 0, 0.11576, 0.08433, 0.02, 0.06333, 0.018340000000000002, 0.10567, 0.006670000000000001, 0, 0.013340000000000001, 0.0025, 0.015, 0.01067, 0.021670000000000002, 0.025, 0, 0, 0.04167, 0.05816, 0.08899, 0.05939, 0.013340000000000001, 0.07350999999999999, 0.03, 0.035, 0.005, 0, 0, 0, 0, 0.04472, 0.01, 0.0725, 0.04, 0, 0, 0.10999, 0.05253, 0.005, 0.0722, 0, 0.015, 0, 0, 0.031670000000000004, 0.005, 0.07186000000000001, 0.021670000000000002, 0.05792, 0.045, 0, 0.02834, 0.085, 0, 0.01]"
pima,JaB,PCA,500,0.064,0.12,0.05,"[0.02, 0.085, 0.17972, 0.035, 0.10917, 0, 0, 0.11042, 0.13421, 0.09667, 0, 0.09667, 0.08933, 0.08468, 0.01959, 0.065, 0.08334, 0.06623, 0.05667, 0.09667, 0, 0.0944, 0, 0.085, 0.11, 0.05834, 0.09667, 0, 0, 0.05834, 0.05834, 0.11934, 0, 0, 0.00167, 0, 0.07167, 0.09334, 0.08333, 0, 0.19215, 0.03667, 0.09167, 0, 0.075, 0.07338, 0, 0.06, 0.18156, 0.10262, 0.05542, 0.07834, 0, 0.03501, 0.14192, 0.07667, 0.025670000000000002, 0.075, 0.09166, 0.085, 0.11167, 0.01, 0, 0.16899, 0.1241, 0.07834, 0.00485, 0.08688, 0.095, 0.075, 0, 0, 0.075, 0.074, 0.07167, 0.025, 0.11, 0.11218, 0.07875, 0, 0.01219, 0, 0.17999, 0.031670000000000004, 0.07667, 0.1492, 0, 0.07, 0.03667, 0.08167, 0, 0.15186, 0.085, 0, 0.095, 0.06167, 0.0875, 0.07834, 0, 0.07]"
pima,JaB,PCA,600,0.06,0.119,0.05,"[0.085, 0, 0.16923, 0, 0.11923, 0, 0.035, 0.0925, 0.11042, 0.04667, 0.09667, 0.04333, 0.0042899999999999995, 0.09168, 0.12066, 0, 0.06667000000000001, 0.006670000000000001, 0.06941, 0.09667, 0, 0.08, 0, 0.085, 0, 0.09773, 0.06834, 0, 0.05834, 0.05834, 0.05667, 0.07973, 0.006670000000000001, 0.00167, 0.05, 0, 0.07167, 0.08834, 0.08333, 0, 0.12216, 0.03667, 0.09167, 0.075, 0, 0.09738000000000001, 0.06501, 0, 0.19574, 0.1021, 0.07834, 0.006670000000000001, 0, 0.07579, 0.02001, 0.14483000000000001, 0.03233, 0.06667000000000001, 0.09166, 0.09666, 0.01, 0.10167, 0, 0.12077, 0.20899, 0.03334, 0.034230000000000003, 0.095, 0.09138, 0.075, 0, 0.075, 0.006670000000000001, 0.10250000000000001, 0.075, 0, 0.08, 0.07167, 0.04, 0, 0, 0.006670000000000001, 0.13613, 0.17999, 0, 0.065, 0, 0.07667, 0.08167, 0.07667, 0.085, 0.004, 0.09833, 0, 0.1587, 0.07834, 0.006670000000000001, 0.06667000000000001, 0.08583, 0.07167]"
pima,JaB,PCA,700,0.063,0.11,0.048,"[0.085, 0, 0.18723, 0.0925, 0, 0.02, 0.13835, 0.035, 0.11475, 0.06167, 0.006670000000000001, 0.04666, 0.09168, 0.04167, 0.02595, 0.07983, 0.06667000000000001, 0, 0.06873, 0.09665, 0.02, 0, 0.08772, 0.08, 0.11, 0.05834, 0.085, 0.06834, 0.05834, 0, 0.071, 0.07167, 0, 0, 0.05, 0.06667000000000001, 0.00167, 0.08834, 0.06833, 0, 0.03667, 0.09167, 0.09738000000000001, 0.082, 0.19215, 0, 0, 0.06, 0.19588, 0.1056, 0.08417, 0.05167, 0, 0.05068, 0.0435, 0.14567, 0.06667000000000001, 0.01167, 0.09166, 0.09166, 0.02333, 0.10167, 0, 0.03334, 0.07939, 0.03386, 0.08481, 0.20899, 0.075, 0.095, 0, 0.075, 0.02667, 0.08375, 0.08, 0.02667, 0.07167, 0.035, 0.02, 0.08, 0.01, 0.12756, 0.07667, 0.031670000000000004, 0, 0.17999, 0.07, 0.03667, 0, 0.08167, 0.02067, 0.1587, 0.08833, 0.085, 0.10494, 0.06667000000000001, 0.08834, 0.005, 0.04167, 0.079]"
pima,JaB,PCA,800,0.058,0.111,0.049,"[0.085, 0.17638, 0, 0, 0.02, 0.14032, 0.035, 0.0925, 0.09959, 0.05667, 0.02667, 0.019780000000000002, 0.04533, 0, 0.095, 0.07983, 0.08334, 0.06667000000000001, 0.07578, 0.006670000000000001, 0.085, 0, 0.02, 0.0344, 0, 0.11, 0, 0.05834, 0.05834, 0.06834, 0.07167, 0.075, 0.00167, 0, 0.00333, 0.06667000000000001, 0, 0, 0.07334, 0, 0.15215, 0.03667, 0.075, 0.09167, 0, 0, 0.05612, 0.17300000000000001, 0.06234, 0.10427, 0, 0.05167, 0.08084, 0.03501, 0.14567, 0.0425, 0.08832, 0.01067, 0.06667000000000001, 0.12166, 0.02786, 0.10167, 0.20899, 0.09910000000000001, 0, 0.02, 0.01429, 0.075, 0.095, 0.07939, 0, 0.075, 0.006670000000000001, 0.07167, 0.08, 0, 0.006670000000000001, 0.10250000000000001, 0.08125, 0, 0, 0.17999, 0.006670000000000001, 0.07667, 0, 0.13589, 0.02667, 0.02, 0.07, 0.08167, 0.02067, 0.1587, 0.10447000000000001, 0.085, 0.005, 0.0875, 0.08834, 0.06667000000000001, 0, 0.069]"
pima,JaB,PCA,900,0.064,0.13,0.05,"[0.09, 0, 0, 0.02794, 0.18806, 0.065, 0.13065, 0.05239, 0.11750000000000001, 0.11542, 0.00596, 0.04333, 0, 0, 0.09168, 0.11486, 0.08478, 0.06667000000000001, 0.04167, 0.095, 0.085, 0.09, 0.0944, 0.11, 0, 0, 0.05453, 0, 0.05834, 0.07334, 0.14168, 0.075, 0, 0.05, 0.00167, 0.08834, 0.06667000000000001, 0, 0.08833, 0, 0.17716, 0.03667, 0.09167, 0.075, 0, 0, 0.06922, 0.06501, 0.12961, 0.17192, 0.05167, 0.14567, 0.08084, 0.07479, 0, 0.12166, 0.013340000000000001, 0.09166, 0.02834, 0.06667000000000001, 0.08333, 0.08600000000000001, 0.11167, 0, 0.08689, 0.16899, 0.02, 0.00541, 0.115, 0.066, 0.075, 0.04167, 0, 0.07167, 0.08167, 0.006670000000000001, 0.005, 0.10250000000000001, 0.08125, 0, 0.01, 0.006670000000000001, 0.18499000000000002, 0.07667, 0.13153, 0, 0.07, 0.04167, 0.02, 0.08167, 0.02067, 0.15115, 0.085, 0.08708, 0.08834, 0.10458, 0, 0.06167, 0.04, 0.069]"
