dataset,method,model,mean,q90,std,raw
pima,SC,IForest,0.058,0.172,0.146,"[0.0075, 0, 0, 0, 0.17061, 0, 0, 0, 0, 0, 0, 0.042679999999999996, 0, 0.021589999999999998, 0.04889, 0.07632, 0.037309999999999996, 0, 0, 0.0325, 0.04979, 0, 0, 0, 0, 0.28958, 0, 0.005, 0.03, 0, 0, 0, 0.005, 0.01, 0.005, 0, 0, 0, 0, 0, 0, 0.005, 0, 0, 0.48787, 0, 0, 0.0325, 0.18823, 0, 0, 0.06521, 0, 0.05354, 0.019, 0, 0, 0.03227, 0.015, 0.004, 0.0075, 0, 0.74982, 0, 0.44483, 0.02528, 0, 0.01, 0.00636, 0, 0, 0, 0, 0.002, 0.0135, 0.66357, 0, 0, 0, 0, 0, 0.0025, 0.05438, 0.54345, 0.11625, 0.0125, 0.05142, 0, 0, 0, 0.005, 0, 0.49227, 0.42227, 0, 0.02591, 0.33981, 0.075, 0, 0.005]"
pima,J,IForest,0.078,0.281,0.124,"[0.02, 0.14217, 0, 0.01, 0, 0, 0, 0.035, 0.31888, 0.01, 0.28119, 0, 0, 0.45376, 0.62979, 0.04466, 0.27121, 0.07833, 0.015, 0.17005, 0, 0.03218, 0, 0, 0.02333, 0, 0.02186, 0, 0, 0.13834, 0.02166, 0, 0.1498, 0.005, 0.03499, 0.05268, 0, 0.01, 0, 0, 0.00666, 0.25969, 0.32757, 0.34164, 0, 0.015, 0, 0.035, 0.04833, 0.034, 0.25418, 0.12213, 0.006919999999999999, 0.00929, 0.004, 0.0, 0, 0.09633, 0.02, 0.04673, 0.08296, 0.16467, 0.20651, 0, 0.1867, 0, 0, 0.005, 0.00571, 0.09667, 0, 0, 0.002, 0.009000000000000001, 0.006, 0.00571, 0.01583, 0.11096, 0.2489, 0, 0, 0.29616, 0.05717, 0.20922, 0, 0.38218, 0, 0.01, 0, 0.015, 0.28371, 0, 0.29901, 0, 0, 0.2365, 0, 0.29378, 0, 0.005]"
pima,J+,IForest,0.046,0.155,0.093,"[0.18668, 0, 0.15698, 0.005, 0.00333, 0, 0.015, 0, 0, 0.15667, 0.006, 0.0125, 0.1147, 0.34502, 0.03462, 0, 0, 0.00833, 0.0532, 0.05775, 0, 0, 0.01, 0, 0, 0, 0.04058, 0.02166, 0.03666, 0, 0.005, 0.02, 0, 0, 0, 0, 0.03333, 0.015, 0, 0, 0, 0.0425, 0.015, 0.04333, 0, 0.20929, 0, 0.02166, 0.04394, 0.15497, 0.51699, 0, 0.01292, 0.04183, 0.12, 0, 0, 0.02, 0.00833, 0.01, 0.025, 0.06233, 0, 0.34172, 0.01, 0.06129, 0.0295, 0, 0.005, 0.015, 0, 0.005, 0, 0, 0.0, 0.01329, 0.00833, 0.12824, 0.025, 0, 0, 0.002, 0.105, 0.30417, 0.004, 0.0555, 0, 0, 0.015, 0.01, 0, 0.23133, 0.054, 0, 0.015, 0.005, 0.4349, 0.0175, 0.01333, 0.005]"
pima,CV,IForest,0.059,0.215,0.11,"[0.015, 0.09417, 0.455, 0, 0, 0.215, 0, 0, 0.035, 0.025, 0, 0.06747, 0.005, 0, 0.07443, 0, 0.07379, 0, 0, 0, 0, 0, 0, 0.02166, 0.01, 0.16975, 0, 0, 0.02, 0, 0, 0.02, 0, 0.02, 0.005, 0.05933, 0, 0, 0, 0, 0.23004, 0.23535, 0.04333, 0.01, 0, 0.15659, 0, 0.02, 0.60014, 0, 0.22855, 0.13333, 0, 0.30082, 0, 0, 0, 0.02, 0.17383, 0.005, 0.34617, 0.17417, 0, 0.004, 0.01833, 0, 0.2172, 0, 0.005, 0.12879, 0.005, 0, 0, 0, 0.025, 0, 0.09628, 0.01714, 0.005, 0, 0, 0.00333, 0, 0.37001, 0, 0.09328, 0.15811, 0, 0, 0.00833, 0.35986, 0, 0.083, 0.0025, 0.07654, 0.02, 0, 0, 0.13834, 0.01]"
pima,CV+,IForest,0.047,0.112,0.106,"[0, 0.005, 0.04596, 0.02633, 0, 0.03, 0, 0, 0, 0.45351, 0, 0.06628, 0, 0, 0, 0.04025, 0.016, 0.055, 0.04766, 0, 0, 0.005, 0.02166, 0.17656, 0, 0.02, 0, 0, 0, 0.025, 0.015, 0, 0.02333, 0, 0, 0.01, 0, 0, 0.015, 0, 0.03833, 0.10917, 0.4522, 0, 0, 0, 0.01, 0.02166, 0.10281, 0.53095, 0, 0, 0.13899, 0, 0, 0, 0.06195, 0.03333, 0.23669, 0.005, 0.021, 0.05333, 0.01, 0, 0.55509, 0.01, 0.06929, 0.0042899999999999995, 0, 0.015, 0, 0.005, 0, 0.18904, 0.01, 0, 0.13743, 0, 0, 0.01, 0, 0.30417, 0, 0.01, 0, 0.06353, 0, 0, 0.01833, 0.015, 0, 0.09133, 0.09183, 0.02, 0.02633, 0.03833, 0.07514, 0, 0.01333, 0]"
annthyroid,SC,IForest,0.161,0.262,0.091,"[0.07993, 0.15381, 0.20368, 0.0025, 0.1869, 0.07549, 0.18216, 0.224, 0.11326, 0.14691, 0.19819, 0.33693, 0.07233, 0.00333, 0.05004, 0, 0.23457, 0.30189, 0.20609, 0.25978, 0.30232, 0.15488, 0.2319, 0.2348, 0.13964, 0.23828, 0.26281, 0.19131, 0.07789, 0.14448, 0.18974, 0.01527, 0.17158, 0.23084, 0.12071, 0.00513, 0.05865, 0.43155, 0.059770000000000004, 0.01906, 0, 0.32086, 0.03913, 0.16427, 0.18255, 0.20559, 0.31601, 0.17554, 0.0859, 0.20436, 0.17344, 0.23023, 0.26042, 0.20316, 0.10516, 0.0225, 0.19868, 0.2536, 0.22554, 0.18221, 0.2497, 0.11586, 0.22079000000000001, 0.03438, 0.15271, 0.16793, 0.27824, 0.18048, 0.19197, 0.18423, 0.04766, 0.18819, 0.21672, 0.26069, 0.0041600000000000005, 0.18156, 0.0989, 0.07314999999999999, 0, 0.01417, 0.01358, 0.22536, 0.21725, 0.1268, 0.15627, 0.08552, 0.1754, 0.26197, 0.20201, 0.22445, 0.14939, 0.13725, 0.08678, 0.19785, 0.15482, 0.08426, 0.10823, 0.16347, 0.29263, 0.29087999999999997]"
annthyroid,CV,IForest,0.159,0.25,0.081,"[0.14741, 0.2443, 0.05183, 0.012929999999999999, 0.18479, 0.2645, 0.0037, 0.24932, 0.05938, 0.10744, 0.1693, 0.20598, 0.20122, 0.18191, 0.15088000000000001, 0.10708, 0.19061, 0.14812, 0.28788, 0.28318, 0.09566, 0.22065, 0.14232, 0.26019, 0.1791, 0.08043, 0.23604, 0.24747, 0.23005, 0.21196, 0.19566, 0.08018, 0.15703, 0.06107, 0.10569, 0.2217, 0.26584, 0.13898, 0.15348, 0.04668, 0.2138, 0.22615, 0.09381, 0.1815, 0.33273, 0.16417, 0.16570000000000001, 0.13698, 0.21833, 0.14515, 0.19548000000000001, 0.19829, 0.0537, 0.02468, 0, 0.05586, 0.20774, 0.16828, 0.23948, 0.26999, 0.006390000000000001, 0.14017, 0.19702, 0.07846, 0.11063, 0.22753, 0.24974, 0.11144, 0.19015, 0.21689, 0.13377, 0.20354, 0.07778, 0.01732, 0, 0.03861, 0.18099, 0.03076, 0.19168000000000002, 0.14419, 0.23592, 0.23004, 0.20364, 0.08968, 0.19729, 0.1042, 0.25492, 0.23219, 0.26611, 0.22566, 0.0027800000000000004, 0.15669, 0.21365, 0.21324, 0.18271, 0, 0.25059, 0.18555, 0.01298, 0.22411]"
annthyroid,CV+,IForest,0.161,0.232,0.06,"[0.15754, 0.11622, 0.15374, 0.13298000000000001, 0.10869000000000001, 0.04653, 0.04424, 0.20066, 0.17949, 0.19895000000000002, 0.15054, 0.054560000000000004, 0.17782, 0.12235, 0.24815, 0.26907, 0.13698, 0.10756, 0.19868, 0.2064, 0.18576, 0.26637, 0.09124, 0.21979, 0.11648, 0.21919, 0.12757, 0.16272, 0.19092, 0.18072, 0.13816, 0.16281, 0.18144, 0.08214, 0.056369999999999996, 0.24373, 0.0987, 0.12412000000000001, 0.15397, 0.20128000000000001, 0.20221, 0.21192, 0.10782, 0.13435, 0.22156, 0.15908, 0.15185, 0.16473, 0.32973, 0.23416, 0.16282, 0.21253, 0.014199999999999999, 0.21975, 0.2129, 0.10485, 0.17047, 0.13958, 0.2361, 0.19158, 0.18481, 0.19912, 0.09707, 0.19971, 0.09701, 0.1317, 0.19398, 0.2148, 0.14148, 0.19833, 0.08709, 0.16599, 0.13231, 0.05642, 0.21832000000000001, 0.14079, 0.15877, 0.04876, 0.13761, 0.12498, 0.2322, 0.06294, 0.21677, 0.17161, 0.09616, 0.18153, 0.22203, 0.28824, 0.0571, 0.15303, 0.12922, 0.18599, 0.17084, 0.15011, 0.15432, 0.23326, 0.18745, 0.16786, 0.03788, 0.23968]"
mammography,SC,IForest,0.164,0.261,0.077,"[0.15312, 0.08282, 0.09153, 0.12581, 0.13799, 0.16369, 0.22209, 0.20533, 0.16757, 0.06501, 0.27373000000000003, 0.045470000000000003, 0.2813, 0.06283, 0.24403, 0.17436, 0.01746, 0.09032, 0.14897, 0.12942, 0.19762, 0.09915, 0.17399, 0.19431, 0.29365, 0.18652, 0.11822, 0.23068, 0.0056700000000000006, 0.048690000000000004, 0.17365, 0.09212000000000001, 0.20574, 0.25238, 0.21377000000000002, 0.20318, 0.24329, 0.10783, 0.09269000000000001, 0.14078, 0.06123, 0.15016000000000002, 0.24113, 0.22978, 0.00523, 0.22782, 0.0072, 0.22145, 0.08054, 0.25994, 0.23269, 0.00588, 0.26022, 0.22465, 0.20763, 0.19897, 0.20229, 0.06219, 0.13584, 0.28681, 0.12059, 0.08923, 0.19983, 0.08464, 0.0659, 0.19569, 0.19204, 0.26973, 0.17257, 0.17172, 0.17078000000000002, 0.27966, 0.03003, 0.11571000000000001, 0.1726, 0.16518, 0.25704, 0.32436, 0.17611000000000002, 0.16793, 0.14341, 0.14361000000000002, 0.12387000000000001, 0.20211, 0.17828, 0.00875, 0.276, 0.08017, 0.30324, 0.23541, 0.19878, 0.13909, 0.16569, 0.13276, 0.2298, 0.06368, 0.27074, 0.22262, 0.21682, 0.18736]"
mammography,CV,IForest,0.153,0.296,0.099,"[0.37388, 0.09767, 0.19359, 0.08598, 0.0, 0.11369, 0.02423, 0.07127, 0.22798000000000002, 0.29513, 0.23833000000000001, 0.23089, 0.26486, 0.00277, 0.25876, 0.21478, 0.22091, 0.17612, 0.0502, 0.23199, 0.07713, 0.21205, 0.13816, 0.07565, 0.07285, 0.01033, 0.28156, 0.15653, 0.19322, 0.21743, 0.24944, 0.3775, 0.14385, 0.30937, 0.04288, 0.00167, 0.15371, 0.10958999999999999, 0.30478, 0.01258, 0.11816, 0.1762, 0.3544, 0.0, 0.10366, 0.23762, 0.05402, 0.19458, 0.13363, 0.13233, 0.23812, 0.0, 0.20144, 0.11373, 0.1988, 0.22298, 0.15735, 0.30424, 0.04287, 0.00589, 0.04828, 0.13902, 0.18249, 0.21184, 0.03746, 0.04842, 0.0, 0.16808, 0.27349, 0.0, 0.13681000000000001, 0.06904, 0.17432, 0.06404, 0.12001, 0.15251, 0.32488, 0.10124, 0.10323, 0.19338, 0.19525, 0.12091, 0.32168, 0.01829, 0.10637, 0.30377, 0.15781, 0.03698, 0.13717000000000001, 0.18139, 0.07416, 0.29347, 0.25513, 0.04975, 0.1065, 0.15227, 0.01187, 0.25691, 0.16319, 0.30118]"
mammography,CV+,IForest,0.126,0.208,0.053,"[0.10204, 0.14211, 0.05959, 0.18268, 0.07861, 0.15564, 0.13908, 0.09584, 0.10046000000000001, 0.01519, 0.10778, 0.11897, 0.21475, 0.13637, 0.13057, 0.09468, 0.10506, 0.15469, 0.11334999999999999, 0.10461, 0.10355, 0.06470000000000001, 0.04081, 0.13766, 0.04618, 0.23677, 0.07066, 0.10727, 0.13297, 0.1423, 0.17268, 0.12161, 0.21147, 0.10676, 0.13114, 0.17773, 0.13263, 0.05191, 0.1897, 0.0304, 0.11082, 0.08098, 0.15859, 0.09682, 0.14127, 0.22053, 0.21675, 0.0672, 0.08207, 0.17429, 0.14751, 0.01068, 0.21201, 0.20263, 0.16754, 0.12501, 0.10085, 0.23634, 0.13299, 0.040100000000000004, 0.1139, 0.10031, 0.07481, 0.09863, 0.11735, 0.12312, 0.08933, 0.06863, 0.10706, 0.1392, 0.05126, 0.08389, 0.18591, 0.18739, 0.09479, 0.2111, 0.12267, 0.16938, 0.1093, 0.15566, 0.04843, 0.09186, 0.1905, 0.10246, 0.20193, 0.05095, 0.208, 0.21148, 0.06875, 0.13147, 0.17668, 0.22291, 0.14866000000000001, 0.16932, 0.18917, 0.08352, 0.10028, 0.05607, 0.13849, 0.15998]"
shuttle,SC,IForest,0.175,0.209,0.025,"[0.16967, 0.21453, 0.20792, 0.22734000000000001, 0.14209, 0.17054, 0.16065, 0.18734, 0.16317, 0.17371, 0.20697, 0.19072, 0.13934, 0.18469, 0.18189, 0.15872, 0.20243, 0.16936, 0.10872, 0.14377, 0.14730000000000001, 0.17004, 0.14602, 0.18102000000000001, 0.19373, 0.16822, 0.15421, 0.21551, 0.14391, 0.15271, 0.20635, 0.17381, 0.18648, 0.17438, 0.18862, 0.23456, 0.16233, 0.17859, 0.19424, 0.17306, 0.18756, 0.13218, 0.16167, 0.17546, 0.19313, 0.12407, 0.17219, 0.16263, 0.17832, 0.15272, 0.15794, 0.17589, 0.1597, 0.16109, 0.17168, 0.15807, 0.17025, 0.19097, 0.185, 0.16495, 0.19342, 0.21566, 0.15774, 0.17006, 0.14922, 0.2064, 0.16615, 0.16961, 0.18591, 0.17948, 0.21605, 0.19528, 0.20453, 0.15729, 0.20322, 0.16056, 0.20409, 0.22031, 0.15405, 0.15619, 0.21841, 0.16215, 0.20605, 0.17776, 0.16516, 0.17021, 0.1584, 0.13552, 0.21441, 0.14942, 0.16786, 0.18459, 0.13803, 0.14575, 0.14099, 0.13274, 0.18605, 0.24776, 0.17827, 0.15259]"
shuttle,CV,IForest,0.182,0.251,0.059,"[0.12928, 0.11452, 0.24805, 0.2763, 0.21289, 0.26614, 0.21971, 0.24806, 0.18866, 0.21312, 0.19675, 0.14266, 0.12905, 0.18358, 0.30155, 0.15295, 0.11904, 0.1439, 0.31659, 0.24438000000000001, 0.20115, 0.21371, 0.20362, 0.1412, 0.30393, 0.12843, 0.24808, 0.17027, 0.18383, 0.10704, 0.21117, 0.17529, 0.12085, 0.14357, 0.22313, 0.3445, 0.19576, 0.15324000000000002, 0.24947, 0.16961, 0.15256, 0.18086, 0.19729, 0.23893, 0.2634, 0.13779, 0.10306, 0.23044, 0.16055, 0.14784, 0.13796, 0.11515, 0.19347, 0.21628, 0.22733, 0.18908, 0.1722, 0.22087, 0.17691, 0.09165, 0.21849, 0.12798, 0.16318, 0.05984, 0.13029, 0.21344, 0.13559, 0.2822, 0.21104, 0.08927, 0.09904, 0.18645, 0.16331, 0.14093, 0.32048, 0.12896, 0.10969, 0.06684, 0.09621, 0.17855000000000001, 0.12977, 0.12349, 0.08626, 0.2272, 0.10824, 0.16374, 0.1067, 0.16422, 0.1938, 0.22604, 0.21641, 0.22669, 0.24487, 0.26755, 0.21157, 0.15259, 0.23336, 0.19241, 0.13553, 0.19463]"
shuttle,CV+,IForest,0.165,0.18,0.013,"[0.15565, 0.16952, 0.1671, 0.15838, 0.14201, 0.18613, 0.16491, 0.18533, 0.16337, 0.17271, 0.17075, 0.15576, 0.17056, 0.1687, 0.16785, 0.17288, 0.15098, 0.16722, 0.1695, 0.15687, 0.14327, 0.18914, 0.17459, 0.17497000000000001, 0.17381, 0.14797, 0.14909, 0.14385, 0.16652, 0.15857, 0.16373, 0.15663, 0.18425, 0.17174, 0.15062, 0.14888, 0.17159, 0.18179, 0.1848, 0.16040000000000001, 0.16091, 0.14764, 0.16589, 0.14736, 0.15639, 0.15761, 0.13363, 0.15704, 0.1419, 0.14659, 0.16888, 0.15355, 0.17807, 0.17897, 0.17581, 0.16304, 0.16606, 0.15273, 0.14895, 0.17336000000000001, 0.14503, 0.17658000000000001, 0.18694, 0.16456, 0.17485, 0.16086, 0.18015, 0.16782, 0.16592, 0.17171, 0.17974, 0.13981, 0.16064, 0.15243, 0.16148, 0.16008, 0.16394, 0.17982, 0.14331, 0.20272, 0.14815, 0.1311, 0.1694, 0.1753, 0.14812, 0.16752, 0.16631, 0.16963, 0.16975, 0.16215, 0.16735, 0.1673, 0.17499, 0.17674, 0.17116, 0.1698, 0.17062, 0.18821, 0.16101000000000001, 0.18138]"
fraud,SC,IForest,0.178,0.218,0.03,"[0.18298, 0.19426, 0.10131, 0.20738, 0.16965, 0.22135, 0.20903, 0.13558, 0.16061, 0.1577, 0.14877, 0.14152, 0.13875, 0.18013, 0.20388, 0.17673, 0.19458, 0.17041, 0.22302, 0.1859, 0.19967000000000001, 0.13876, 0.19047, 0.14079, 0.24366000000000002, 0.13049, 0.18369, 0.17562, 0.13895, 0.20769, 0.19536, 0.23384, 0.16097, 0.17351, 0.12404, 0.15538, 0.16204, 0.19323, 0.17478, 0.21966, 0.21512, 0.13652, 0.19321, 0.16186999999999999, 0.18938, 0.13247, 0.16674, 0.24724, 0.15639, 0.24442, 0.16511, 0.207, 0.21549000000000001, 0.17396, 0.21817, 0.16687, 0.21327000000000002, 0.1729, 0.21685, 0.20858, 0.22151, 0.19091, 0.15342, 0.18604, 0.15142, 0.19301, 0.11964, 0.20794, 0.14438, 0.21154, 0.15737, 0.14172, 0.16734, 0.15756, 0.1589, 0.15281, 0.16907, 0.15634, 0.1497, 0.13574, 0.18031, 0.18607, 0.19768, 0.22835, 0.16604, 0.19685, 0.17384, 0.19963, 0.19371, 0.18298, 0.15932, 0.17475, 0.14085, 0.19901, 0.18199, 0.15533, 0.19047, 0.23263999999999999, 0.16832, 0.14353]"
fraud,CV,IForest,0.178,0.221,0.039,"[0.15188, 0.17561, 0.13267, 0.15973, 0.13617, 0.18834, 0.22503, 0.11546, 0.18832, 0.20837, 0.17582, 0.21422, 0.15791, 0.21029, 0.15868, 0.1242, 0.17408, 0.18511, 0.17835, 0.15313, 0.15212, 0.20579, 0.17675, 0.2189, 0.2002, 0.20585, 0.15189, 0.20534, 0.14997, 0.15188, 0.16488, 0.19339, 0.11998, 0.15996, 0.20468, 0.16017, 0.20829999999999999, 0.1503, 0.15245, 0.14341, 0.25513, 0.22236, 0.17147, 0.10845, 0.26519, 0.1839, 0.12683, 0.16536, 0.1638, 0.11989, 0.1564, 0.2047, 0.20169, 0.11855, 0.19934, 0.20052999999999999, 0.28464, 0.11136, 0.09867, 0.14102, 0.14089, 0.20657, 0.19829, 0.13638, 0.25913, 0.16196, 0.12894, 0.17596, 0.16888, 0.169, 0.17833, 0.16877999999999999, 0.19145, 0.1981, 0.17629, 0.15252, 0.16814, 0.22035, 0.13087000000000001, 0.23168, 0.19173, 0.14324, 0.17826, 0.14999, 0.1548, 0.21722, 0.1979, 0.20225, 0.16819, 0.30258, 0.12998, 0.24881, 0.17953, 0.253, 0.17053000000000001, 0.18855, 0.21584, 0.1515, 0.17327, 0.20504]"
fraud,CV+,IForest,0.173,0.182,0.007,"[0.16663, 0.16149, 0.17973, 0.16043, 0.17889, 0.17118, 0.17757, 0.17250000000000001, 0.16653, 0.17644, 0.17481, 0.17592, 0.17975, 0.17354, 0.1627, 0.17429, 0.18322, 0.16716, 0.16261, 0.17475, 0.18084, 0.18591, 0.16458, 0.15812, 0.16326, 0.16925, 0.17086, 0.16623, 0.176, 0.17606, 0.16848, 0.16569, 0.1744, 0.17564, 0.16987, 0.17974, 0.17488, 0.16694, 0.17211, 0.1656, 0.19449, 0.16974, 0.18567, 0.17147, 0.1691, 0.17723, 0.17478, 0.17458, 0.17528, 0.17449, 0.16748, 0.18326, 0.18079, 0.16857, 0.16688, 0.17693, 0.18611, 0.1769, 0.1741, 0.17416, 0.16917, 0.16793, 0.18402, 0.17441, 0.16976, 0.18216, 0.17315, 0.181, 0.18917, 0.17082, 0.17002, 0.16636, 0.16137, 0.16529, 0.17679, 0.17495, 0.16576, 0.17439, 0.17375, 0.1705, 0.16492, 0.18214, 0.17672, 0.17201, 0.17587, 0.17781, 0.17131, 0.18311, 0.17045, 0.17147, 0.18014, 0.17524, 0.17804999999999999, 0.17633000000000001, 0.17462, 0.18521, 0.16992, 0.1656, 0.17236, 0.17461]"
wine,SC,LOF,0.044,0.144,0.123,"[0, 0, 0, 0, 0.29283, 0, 0, 0.015, 0, 0, 0, 0, 0.2145, 0, 0, 0, 0, 0.20708, 0.15478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1055, 0, 0, 0, 0, 0, 0.5019, 0, 0, 0, 0, 0, 0, 0, 0.62337, 0.15333, 0.0375, 0, 0, 0, 0, 0.1435, 0, 0, 0.60246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0685, 0, 0.31715, 0.015, 0, 0, 0, 0, 0.0375, 0, 0.045, 0.00857, 0, 0.01714, 0, 0, 0, 0.0075, 0.55575, 0.038, 0, 0.03, 0, 0.00857, 0, 0, 0, 0.015, 0, 0, 0.143, 0.038]"
wine,J,LOF,0.153,0.415,0.164,"[0, 0, 0.27668, 0.024, 0, 0.155, 0.0175, 0.27109, 0.42419, 0, 0.18668, 0.52144, 0.35218, 0.14406, 0.42189, 0.145, 0, 0, 0, 0.2817, 0, 0, 0.17, 0, 0.28503, 0.185, 0.2767, 0.26769, 0.29735, 0.17, 0.115, 0.2817, 0.22401000000000001, 0, 0, 0.145, 0, 0.4793, 0, 0.008, 0, 0.008, 0, 0, 0.14, 0.40976, 0, 0.27401, 0.4219, 0.143, 0, 0.35007, 0.41863, 0.2617, 0.016, 0.68999, 0, 0.016, 0, 0, 0.24168, 0.28671, 0.17, 0, 0, 0.29352, 0.15, 0.14, 0, 0, 0, 0.32428, 0.27602, 0.1675, 0, 0.34255, 0, 0.16, 0.076, 0.11, 0.165, 0.41439, 0.14, 0.145, 0.12, 0.00875, 0.03, 0, 0.45606, 0.34985, 0, 0.05035, 0, 0, 0.30338, 0, 0.159, 0, 0.42349, 0.54592]"
wine,J+,LOF,0.153,0.415,0.164,"[0, 0, 0.27668, 0.155, 0.0175, 0, 0.27109, 0.024, 0, 0.42419, 0.14406, 0.35218, 0.52144, 0, 0.18668, 0.145, 0, 0.42189, 0, 0.2817, 0.28503, 0.17, 0, 0, 0.29735, 0.185, 0, 0.2767, 0.26769, 0.17, 0.115, 0.22401000000000001, 0, 0, 0, 0.145, 0.2817, 0.4793, 0, 0.008, 0.008, 0, 0, 0.14, 0, 0, 0.40976, 0.4219, 0.27401, 0.143, 0.41863, 0.35007, 0.2617, 0, 0.68999, 0.016, 0, 0, 0.016, 0, 0.28671, 0.24168, 0.17, 0, 0, 0.15, 0.29352, 0.14, 0, 0, 0, 0.27602, 0.32428, 0.1675, 0.34255, 0, 0, 0.16, 0.076, 0.11, 0.145, 0.41439, 0.165, 0.00875, 0.14, 0.12, 0.03, 0, 0.45606, 0.34985, 0.30338, 0.05035, 0, 0, 0, 0, 0.159, 0, 0.54592, 0.42349]"
wine,CV,LOF,0.165,0.444,0.177,"[0, 0.00875, 0.055330000000000004, 0.36005, 0.155, 0.5176000000000001, 0.0175, 0.32883, 0, 0, 0.18751, 0.08707000000000001, 0.145, 0, 0.52144, 0.53572, 0, 0.52596, 0.2817, 0, 0, 0, 0.29378, 0.36973, 0.2767, 0.26169, 0.15, 0, 0, 0.28469, 0.1, 0.28532, 0, 0, 0, 0.2817, 0.145, 0, 0.48048, 0.0489, 0.008, 0.015, 0.008, 0, 0, 0.42423, 0.14, 0.47473, 0.52042, 0.162, 0.15, 0.41863, 0.2617, 0, 0.61829, 0, 0, 0, 0.016, 0.03, 0.28671, 0.176, 0.24168, 0, 0.15, 0, 0.44028, 0, 0.14, 0.03, 0, 0.27851, 0.42108, 0.43075, 0.1675, 0, 0.21583, 0, 0.16, 0.11, 0.5091, 0.145, 0.165, 0.03, 0.01732, 0.12, 0.14, 0.33904, 0, 0.31935, 0.16956000000000002, 0.30338, 0, 0, 0, 0.159, 0, 0.54592, 0, 0.30346]"
wine,CV+,LOF,0.15,0.415,0.17,"[0, 0.040330000000000005, 0, 0, 0.36005, 0, 0, 0.27335, 0.155, 0.5176000000000001, 0.34089, 0.145, 0.03157, 0.52144, 0, 0.35617, 0, 0.48972, 0, 0.2817, 0.29961, 0, 0.15, 0, 0.29169, 0, 0, 0.2767, 0.26169, 0.17, 0, 0.28532, 0, 0, 0.145, 0.2817, 0, 0.41911, 0, 0.01657, 0, 0, 0, 0.14, 0, 0, 0.42309, 0.42423, 0.34586, 0.143, 0.15, 0.41481, 0.2617, 0, 0, 0, 0.68498, 0, 0, 0, 0.28671, 0.17, 0.24168, 0, 0, 0.44028, 0.125, 0, 0, 0.03, 0, 0.27602, 0.30901, 0.16, 0.34405, 0, 0, 0.16, 0.14083, 0.09, 0.5091, 0.165, 0.00875, 0.145, 0.12, 0.14, 0, 0, 0.29802, 0.319, 0.16932, 0, 0, 0, 0.30338, 0, 0, 0.06, 0.54592, 0.30346]"
wbc,SC,LOF,0.13,0.316,0.126,"[0.181, 0.20750000000000002, 0.24297999999999997, 0.1585, 0.2545, 0.16979, 0, 0.045, 0, 0, 0.1845, 0, 0.0425, 0.21088, 0.075, 0.121, 0.045, 0.11463, 0.24521, 0.10250000000000001, 0.16188, 0.17181, 0.39322999999999997, 0, 0.27071, 0, 0, 0, 0.0475, 0, 0.16921, 0.30503, 0, 0, 0.256, 0.04, 0.32871, 0.0675, 0.4257, 0, 0.116, 0.04, 0.21661, 0.17526, 0.3808, 0.06392, 0.25426, 0.167, 0.31497, 0, 0.05, 0.2155, 0.26734, 0.065, 0, 0.1295, 0.053919999999999996, 0.05, 0, 0, 0.18033, 0.15785, 0.020999999999999998, 0.09159, 0, 0.28847, 0.16713, 0.24192, 0, 0.27609, 0.2405, 0.055, 0.10876999999999999, 0, 0, 0.1885, 0, 0.105, 0.10200000000000001, 0.11642, 0, 0.44969, 0, 0.32042, 0.1, 0, 0, 0.32277, 0, 0, 0, 0.045, 0.3534, 0, 0.065, 0.33613, 0.066, 0.24571, 0.49593, 0.24006]"
wbc,J,LOF,0.139,0.324,0.122,"[0.24033000000000002, 0.26716, 0.0, 0.0325, 0.083, 0.0585, 0.0, 0.13333, 0.09996000000000001, 0.183, 0.0, 0.064, 0.069, 0.115, 0.15359, 0.22166, 0.074, 0.44258, 0.04821, 0.17980000000000002, 0.07668, 0.1125, 0.11578000000000001, 0.0, 0.23635, 0.0, 0.0, 0.3829, 0.254, 0.0365, 0.12858, 0.20698, 0.11912, 0.32995, 0.09731000000000001, 0.09781000000000001, 0.1633, 0.10064000000000001, 0.34149, 0.01, 0.23501, 0.0695, 0.0, 0.31313, 0.14879, 0.084, 0.50196, 0.22718, 0.0965, 0.0, 0.17048, 0.065, 0.0, 0.19683, 0.15883, 0.051000000000000004, 0.0, 0.1898, 0.0025, 0.064, 0.047, 0.10853, 0.24602, 0.030670000000000003, 0.45394, 0.0, 0.09498, 0.104, 0.26868, 0.08166999999999999, 0.26687, 0.0175, 0.145, 0.3236, 0.0, 0.24845, 0.36334, 0.16271, 0.135, 0.0, 0.06, 0.09497, 0.0, 0.19265, 0.19837, 0.15083, 0, 0.17653, 0.0, 0.07329000000000001, 0.0475, 0.022000000000000002, 0.10573, 0.34122, 0.20114, 0.01, 0.16949, 0.43163999999999997, 0.23633, 0.41926]"
