dataset,method,model,calib_size,mean,q90,std,raw
wbc,JaB,PCA,600,0.177,0.371,0.141,"[0.0, 0.08582000000000001, 0.0, 0.03655, 0.22564, 0.25606, 0.07043, 0.0, 0.27488, 0.0, 0.10163, 0.20948, 0.52998, 0.0733, 0.26522, 0.013999999999999999, 0.23165, 0.0, 0.18218, 0.0, 0.31852, 0.06914000000000001, 0.0, 0.33365, 0.04, 0.22988, 0.1854, 0.19736, 0.19411, 0.13414, 0.14746, 0.0, 0.0883, 0.3733, 0.1465, 0.43136, 0.24295, 0.05321, 0.38102, 0.0, 0.24373, 0.21339, 0.53786, 0.19794, 0.12601, 0.17218, 0.16934, 0.16728, 0.0, 0.27853, 0.20594, 0.27072, 0.189, 0.20001, 0.036000000000000004, 0.06, 0.34741, 0.22857, 0.34215, 0.0, 0.14177, 0.31836, 0.22218000000000002, 0.16205, 0.47468, 0.0, 0.29593, 0.0, 0.22379000000000002, 0.37104, 0.28025, 0.29979, 0.0, 0.0, 0.14018, 0.045, 0.39503, 0.21837, 0.2883, 0.045, 0.07164, 0.0, 0.33057, 0.01642, 0.0, 0.07163, 0.16957, 0.15532, 0.07831, 0.08348, 0.07997, 0.1528, 0.2518, 0.3528, 0.0, 0.37881, 0.27616, 0.27328, 0.50965, 0.4532]"
wbc,JaB,PCA,700,0.174,0.348,0.136,"[0.0, 0.0, 0.24661, 0.048, 0.17892, 0.20566, 0.0, 0.26572, 0.08582000000000001, 0.0, 0.10163, 0.02871, 0.23165, 0.0, 0.12382, 0.26522, 0.0, 0.06663000000000001, 0.46816, 0.20948, 0.06914000000000001, 0.32491, 0.29551, 0.32784, 0.0, 0.11073, 0.04, 0.24987, 0.15214, 0.19411, 0.23496, 0.0, 0.24294000000000002, 0.43136, 0.06571, 0.0, 0.0883, 0.40245, 0.32412, 0.1465, 0.19838, 0.14245, 0.25156, 0.00625, 0.15376, 0.27853, 0.08228, 0.53786, 0.17668, 0.19794, 0.27072, 0.21999, 0.21594, 0.0, 0.0, 0.147, 0.3116, 0.34741, 0.22857, 0.0, 0.16177, 0.36186, 0.18313000000000001, 0.20607, 0.29323, 0.04546, 0.0, 0.0, 0.21544, 0.50721, 0.28423, 0.30563, 0.39103, 0.21837, 0.0, 0.0, 0.2883, 0.14018, 0.1293, 0.0, 0.00571, 0.08164, 0.32757000000000003, 0.15492, 0.17979, 0.09163, 0.0, 0.13498, 0.21907, 0.08348, 0.14281, 0.07582, 0.31882, 0.17329, 0.35376, 0.40051000000000003, 0.0, 0.24393, 0.45362, 0.26397]"
wbc,JaB,PCA,800,0.176,0.369,0.142,"[0.0, 0.0, 0.22564, 0.25606, 0.17892, 0.0, 0.08249, 0.27619, 0.0, 0.0, 0.24665, 0.10163, 0.0215, 0.0, 0.0, 0.0883, 0.47597, 0.20948, 0.26522, 0.12382, 0.32491, 0.33365, 0.36883, 0.0, 0.19736, 0.06914000000000001, 0.1854, 0.04, 0.19411, 0.13614, 0.06571, 0.43831, 0.31418999999999997, 0.164, 0.08497, 0.26212, 0.0, 0.38038, 0.33101, 0.0, 0.53386, 0.26586, 0.21339, 0.06996000000000001, 0.19794, 0.17102, 0.17468, 0.0, 0.27853, 0.15728, 0.21096, 0.24257, 0.15301, 0.147, 0.0, 0.27214, 0.34248, 0.34741, 0.06, 0.0, 0.14177, 0.4002, 0.49136, 0.0, 0.22272, 0.0, 0.178, 0.21544, 0.0, 0.29622, 0.28423, 0.29979, 0.13218, 0.0, 0.0, 0.37102, 0.2833, 0.21837, 0.06284000000000001, 0.0, 0.08164, 0.15492, 0.32757000000000003, 0.00571, 0.08581, 0.09163, 0.18266, 0.12172000000000001, 0.0, 0.08348, 0.07997, 0.1528, 0.0, 0.23572, 0.16232, 0.5126499999999999, 0.2931, 0.40548, 0.3332, 0.45362]"
wbc,JaB,PCA,900,0.179,0.375,0.141,"[0.0, 0.0, 0.24565, 0.17892, 0.0, 0.22564, 0.06455, 0.08249, 0.0, 0.26539, 0.0525, 0.23165, 0.0, 0.013999999999999999, 0.26522, 0.0883, 0.20948, 0.39949, 0.0, 0.12382, 0.32491, 0.06914000000000001, 0.35511, 0.33365, 0.1854, 0.0, 0.19653, 0.04, 0.20411, 0.13414, 0.31418999999999997, 0.0, 0.0883, 0.3733, 0.164, 0.41996, 0.05321, 0.24295, 0.0, 0.37769, 0.21339, 0.16934, 0.25502, 0.24598, 0.19794, 0.53786, 0.0, 0.15728, 0.06996000000000001, 0.27799, 0.17632, 0.21096, 0.3116, 0.26632, 0.0, 0.34741, 0.147, 0.22857, 0.0, 0.06, 0.14177, 0.0, 0.40611, 0.0, 0.19275, 0.178, 0.0, 0.49137, 0.21544, 0.37522, 0.28048, 0.25689, 0.24302, 0.44213, 0.23037000000000002, 0.0, 0.0, 0.0, 0.2833, 0.11638, 0.33057, 0.08164, 0.0, 0.09163, 0.15776, 0.0, 0.20816, 0.11463, 0.08581, 0.12515, 0.07997, 0.15781, 0.14707, 0.32426, 0.40051000000000003, 0.24106, 0.50965, 0.0, 0.32115, 0.44962]"
wbc,JaB,PCA,1000,0.174,0.352,0.143,"[0.0, 0.0, 0.17892, 0.27325, 0.20566, 0.27786, 0.08249, 0.06455, 0.0, 0.0, 0.0, 0.20948, 0.05371, 0.065, 0.52398, 0.22665000000000002, 0.0733, 0.26522, 0.07881, 0.0, 0.28823, 0.11073, 0.19736, 0.32491, 0.34465, 0.06914000000000001, 0.0, 0.0, 0.13614, 0.20612, 0.24496, 0.0883, 0.0, 0.24295, 0.42164, 0.0, 0.164, 0.0, 0.3383, 0.39436, 0.25156, 0.13185, 0.17468, 0.19794, 0.21339, 0.53786, 0.06412, 0.0, 0.27799, 0.15728, 0.21096, 0.062, 0.22299, 0.036000000000000004, 0.27214, 0.0, 0.3116, 0.22857, 0.34741, 0.075, 0.14177, 0.020999999999999998, 0.4002, 0.49863, 0.0, 0.18313000000000001, 0.0, 0.22272, 0.21544, 0.2959, 0.27965, 0.25893, 0.14302, 0.0, 0.44489, 0.0, 0.21837, 0.0, 0.2833, 0.183, 0.07164, 0.32757000000000003, 0.15492, 0.09163, 0.03821, 0.03113, 0.18013, 0.0, 0.08581, 0.08348, 0.07997, 0.15781, 0.14707, 0.0, 0.30142, 0.23572, 0.40051000000000003, 0.33928, 0.5126499999999999, 0.4532]"
wbc,J+aB,PCA,100,0.139,0.335,0.14,"[0.0, 0.04762, 0.16761, 0.0, 0.19079, 0.02855, 0.0, 0.0, 0.06, 0.25008, 0.14738, 0.21592, 0.1308, 0.10953, 0, 0, 0.092, 0.5154299999999999, 0.0, 0.035, 0.006670000000000001, 0.0275, 0.32334, 0.10806, 0.13976, 0.0, 0.31977, 0.14347000000000001, 0.25483, 0.116, 0.22944, 0.0, 0.055, 0.25053, 0.12871, 0.0191, 0.164, 0.25094, 0.0, 0.12025999999999999, 0.20204, 0.1035, 0.13025, 0.19794, 0.0, 0.56543, 0.027280000000000002, 0.0, 0.14245, 0.28133, 0.19127, 0.27198, 0, 0, 0.35111, 0.0, 0.12142, 0.36742, 0.0, 0.0, 0.01713, 0.06, 0.0175, 0.15544, 0.56632, 0.0, 0.178, 0.1125, 0.27872, 0.1405, 0.37185, 0.39508, 0.366, 0.0, 0.28752, 0.0, 0.27713, 0, 0.27332, 0.34769, 0, 0.21053, 0.23791, 0.33366999999999997, 0.035, 0, 0.049969999999999994, 0.0425, 0.055, 0.12663, 0.05, 0.092, 0.08193, 0.30663, 0.23572, 0.15822, 0.0, 0.0, 0, 0.45438]"
wbc,J+aB,PCA,200,0.154,0.347,0.138,"[0.0, 0.013340000000000001, 0.0, 0.1689, 0.0, 0.08249, 0.0, 0.101, 0.27779, 0.08997000000000001, 0.0, 0.0, 0.22294, 0.26322, 0.0, 0.1423, 0.1343, 0.52648, 0.0, 0.14563, 0.06052, 0.0, 0.33887, 0.23687, 0.19261, 0.0733, 0.34665, 0.09747, 0.09056, 0.06914000000000001, 0.09414, 0.0, 0.22944, 0.0, 0.31934, 0.23496, 0.40245, 0.38563000000000003, 0.20396, 0.0, 0.17468, 0.15012, 0.19394, 0.19339, 0.09044, 0.08701, 0.0, 0.48614999999999997, 0.16728, 0.28187, 0, 0.10738, 0.0, 0.20594, 0.24757, 0.26489, 0.36742, 0.075, 0.0, 0.031420000000000003, 0.2405, 0.08495, 0.15097, 0.1915, 0.02446, 0.14313, 0.50802, 0.0, 0.0, 0.25822, 0.26506, 0.0, 0.18968, 0.35117, 0.42896, 0.09164, 0.28572000000000003, 0.0, 0.28911000000000003, 0.11445000000000001, 0.045, 0.40417, 0.32157, 0.11697, 0.21053, 0.035, 0.0, 0.10286000000000001, 0, 0.07831, 0.05498, 0.15195, 0.0, 0.31811, 0.10309, 0.21596, 0.24885000000000002, 0.28351, 0, 0.45178]"
wbc,J+aB,PCA,300,0.162,0.395,0.142,"[0.013340000000000001, 0.0, 0.02855, 0.24565, 0.08582000000000001, 0.0, 0.2603, 0.0, 0.0, 0.11314, 0.0, 0.0733, 0.21294000000000002, 0.52648, 0.013999999999999999, 0.26322, 0.0, 0.20948, 0.11496, 0.0, 0.10806, 0.25406, 0.17052, 0.34665, 0.06914000000000001, 0.0, 0.23729, 0.18561, 0.13414, 0.0733, 0.36058, 0.005, 0.09915, 0.0, 0.14150000000000001, 0.23244, 0.41196, 0.40245, 0.40492, 0.0, 0.25156, 0.21222, 0.17218, 0.17122, 0.027280000000000002, 0.02001, 0.0, 0.40564, 0.19794, 0.28133, 0.20594, 0.0, 0.26972, 0.04409, 0.39392, 0.12242, 0.17864, 0.23102, 0.0, 0.0, 0.14544, 0.11229, 0.0, 0.5122099999999999, 0.22309, 0.0, 0.0, 0.21219000000000002, 0.23209, 0.2105, 0.29557, 0.2735, 0.20854, 0.0, 0.45937, 0.0, 0.065, 0.24999, 0.2833, 0.10578, 0.045, 0.06996999999999999, 0.29892, 0.27137, 0.07163, 0.0, 0.4155, 0.10361000000000001, 0.07831, 0.07748000000000001, 0.025, 0.16695000000000002, 0.14582, 0.0, 0.23572, 0.267, 0.36581, 0.46165, 0.12523, 0.45012]"
wbc,J+aB,PCA,400,0.169,0.365,0.137,"[0.0125, 0.0, 0.24565, 0.20566, 0.0, 0.0, 0.08749, 0.0, 0.0, 0.31657, 0.10300000000000001, 0.22865, 0.0, 0.02817, 0.03, 0.20948, 0.27490000000000003, 0.52648, 0.23148, 0.0, 0.06914000000000001, 0.05968, 0.34465, 0.13299, 0.0, 0.28197, 0.23687, 0.06915, 0.17262, 0.12583, 0.18496, 0.0, 0.44067, 0.1033, 0.06571, 0.20396, 0.43715, 0.23244, 0.40203, 0.0, 0.2284, 0.19537000000000002, 0.17668, 0.11101, 0.0, 0.19394, 0.38649, 0.14103, 0.25827, 0.27799, 0.11051, 0.1515, 0.19547, 0.27572, 0.29744, 0.18192, 0.0845, 0.36243000000000003, 0.0, 0.0, 0.14177, 0.0, 0.44981, 0.0, 0.24626, 0.13482, 0.0, 0.07400000000000001, 0.2105, 0.26873, 0.35552, 0.2888, 0.21588000000000002, 0.39503, 0.0, 0.25141, 0.0, 0.0, 0.27974, 0.045, 0.32157, 0.07164, 0.07163, 0.26138, 0.04571, 0.0, 0.25657, 0.07831, 0.16021, 0.07748000000000001, 0.05999, 0.14281, 0.20882, 0.2343, 0.4155, 0.0, 0.34416, 0.39245, 0.25112, 0.44754]"
wbc,J+aB,PCA,500,0.177,0.368,0.142,"[0.0, 0.013340000000000001, 0.0, 0.22231, 0.0, 0.0, 0.08582000000000001, 0.0, 0.26873, 0.24607, 0.52398, 0.22865, 0.26522, 0.0, 0.0733, 0.0, 0.29384, 0.0, 0.13864, 0.19649, 0.17052, 0.06914000000000001, 0.0, 0.34465, 0.26958, 0.21323, 0.04, 0.23687, 0.12583, 0.17562, 0.12871, 0.24295, 0.005, 0.43017, 0.08853, 0.0883, 0.17732, 0.38038, 0.0, 0.39769, 0.16934, 0.1984, 0.19537000000000002, 0.22852, 0.0, 0.11478000000000001, 0.19394, 0.53099, 0.17176, 0.27799, 0.15301, 0.21196, 0.189, 0.26972, 0.0, 0.29648, 0.36742, 0.22857, 0.075, 0.0, 0.14544, 0.020999999999999998, 0.22333, 0.0, 0.42029, 0.0, 0.07400000000000001, 0.25326, 0.233, 0.29673, 0.2933, 0.29885, 0.0, 0.27442, 0.2833, 0.0, 0.50805, 0.21837, 0.065, 0.045, 0.07164, 0.25976, 0.00571, 0.32757000000000003, 0.35817, 0.0, 0.035, 0.15212, 0.07831, 0.08348, 0.07997, 0.15781, 0.14067, 0.0, 0.37556, 0.32667, 0.36123, 0.31312, 0.44967999999999997, 0.4492]"
wbc,J+aB,PCA,600,0.169,0.338,0.136,"[0.24565, 0.0, 0.0, 0.29579, 0.05793, 0.0, 0.08582000000000001, 0.20566, 0.0, 0.0, 0.04121, 0.065, 0.22865, 0.0, 0.24122000000000002, 0.20948, 0.52398, 0.06663000000000001, 0.13065000000000002, 0.0, 0.32491, 0.06914000000000001, 0.0, 0.33365, 0.15981, 0.1086, 0.17089000000000001, 0.0, 0.13414, 0.19612000000000002, 0.09536, 0.05321, 0.0, 0.0883, 0.24295, 0.42086, 0.14150000000000001, 0.38038, 0.0, 0.38435, 0.23107, 0.17468, 0.21671, 0.15728, 0.52732, 0.15376, 0.19794, 0.14203, 0.0, 0.28133, 0.19928, 0.10051, 0.189, 0.30065, 0.26072, 0.26858, 0.0, 0.33577, 0.0, 0.075, 0.14177, 0.22225, 0.03975, 0.0, 0.46118, 0.24626, 0.0, 0.129, 0.22715, 0.29673, 0.27979, 0.29557, 0.0, 0.0, 0.39503, 0.17218, 0.21837, 0.065, 0.2833, 0.11638, 0.08164, 0.32157, 0.0, 0.0, 0.15492, 0.15814999999999999, 0.19852, 0.07163, 0.07831, 0.0884, 0.07997, 0.15781, 0.2618, 0.33293, 0.35873, 0.44967999999999997, 0.0, 0.274, 0.25512, 0.4532]"
wbc,J+aB,PCA,700,0.17,0.361,0.137,"[0.12753, 0.24661, 0.0, 0.08249, 0.0, 0.0, 0.22564, 0.0, 0.29396, 0.0, 0.02817, 0.0, 0.065, 0.46492, 0.22794, 0.07581, 0.24122000000000002, 0.0733, 0.0, 0.1678, 0.29551, 0.38241, 0.33365, 0.19612000000000002, 0.19440000000000002, 0.06914000000000001, 0.1854, 0.0, 0.04, 0.13685, 0.23496, 0.0, 0.05, 0.39868, 0.23244, 0.164, 0.32107, 0.055, 0.38038, 0.0, 0.25156, 0.21671, 0.19794, 0.08228, 0.17668, 0.15243, 0.533, 0.08743000000000001, 0.27853, 0.00625, 0.21094000000000002, 0.27072, 0.0, 0.15493, 0.30161, 0.22857, 0.189, 0.34741, 0.0, 0.0, 0.16177, 0.26500999999999997, 0.04546, 0.49136, 0.17971, 0.0, 0.0, 0.19221, 0.21544, 0.37789, 0.29557, 0.25302, 0.0, 0.2785, 0.36344, 0.0, 0.2883, 0.21837, 0.0, 0.11079, 0.15492, 0.0, 0.32757000000000003, 0.08164, 0.07163, 0.0, 0.11647, 0.08581, 0.17521, 0.08348, 0.07997, 0.1528, 0.2518, 0.23572, 0.30193, 0.36123, 0.0, 0.41883, 0.25512, 0.4532]"
wbc,J+aB,PCA,800,0.17,0.364,0.14,"[0.0, 0.17892, 0.0, 0.0, 0.0, 0.20566, 0.0, 0.26873, 0.08249, 0.24565, 0.0, 0.065, 0.20948, 0.06663000000000001, 0.46816, 0.22794, 0.0, 0.02817, 0.07581, 0.24922, 0.06914000000000001, 0.28823, 0.38991, 0.0, 0.17089000000000001, 0.1086, 0.34465, 0.0, 0.18561, 0.13414, 0.40863, 0.0, 0.23496, 0.055, 0.14150000000000001, 0.06571, 0.24295, 0.38038, 0.0, 0.32358, 0.23107, 0.17668, 0.26757, 0.21671, 0.19794, 0.50283, 0.0, 0.12603, 0.27853, 0.06996000000000001, 0.21094000000000002, 0.27072, 0.0, 0.062, 0.13301, 0.19488, 0.34741, 0.34815, 0.0, 0.0, 0.16177, 0.01875, 0.3627, 0.0, 0.49136, 0.17971, 0.20482, 0.21544, 0.0, 0.29673, 0.2888, 0.0, 0.29979, 0.13218, 0.0, 0.44213, 0.21837, 0.0, 0.2833, 0.11638, 0.08164, 0.32757000000000003, 0.09163, 0.08141999999999999, 0.0, 0.00571, 0.28967, 0.16021, 0.08581, 0.08348, 0.07997, 0.15781, 0.24441000000000002, 0.27093, 0.23463, 0.0, 0.37923, 0.25112, 0.42451, 0.4532]"
wbc,J+aB,PCA,900,0.169,0.37,0.141,"[0.0, 0.0, 0.0, 0.17925, 0.25065, 0.0, 0.22231, 0.03655, 0.28954, 0.07829, 0.22919, 0.063, 0.02817, 0.0733, 0.46592, 0.0, 0.0, 0.06915, 0.24922, 0.20948, 0.38241, 0.15818000000000002, 0.07914, 0.36883, 0.0, 0.34465, 0.09861, 0.20612, 0.12583, 0.0, 0.36558, 0.0, 0.24295, 0.40863, 0.0, 0.1465, 0.055, 0.0, 0.32412, 0.3383, 0.2278, 0.15376, 0.16934, 0.21339, 0.19794, 0.533, 0.06996000000000001, 0.15728, 0.0, 0.27799, 0.21094000000000002, 0.189, 0.12159, 0.0, 0.27072, 0.31565, 0.34741, 0.0, 0.20497, 0.0, 0.14177, 0.03975, 0.0, 0.46481, 0.42611, 0.178, 0.21273, 0.21545, 0.0, 0.29673, 0.2933, 0.13218, 0.0, 0.27979, 0.41403, 0.0, 0.2833, 0.0, 0.23037000000000002, 0.0525, 0.08164, 0.32757000000000003, 0.00571, 0.12461, 0.07163, 0.25692000000000004, 0.12088, 0.0, 0.08581, 0.08348, 0.15781, 0.07997, 0.18374000000000001, 0.23642, 0.38301, 0.0, 0.23463, 0.46165, 0.17399, 0.45294]"
wbc,J+aB,PCA,1000,0.171,0.347,0.142,"[0.20566, 0.31121, 0.0, 0.0, 0.08249, 0.07043, 0.27271, 0.025, 0.0, 0.07554999999999999, 0.0733, 0.065, 0.22865, 0.46492, 0.1678, 0.0, 0.0215, 0.0, 0.13065000000000002, 0.24922, 0.06914000000000001, 0.32491, 0.28823, 0.1086, 0.13414, 0.34665, 0.0, 0.15818000000000002, 0.20612, 0.0, 0.0, 0.31418999999999997, 0.39895, 0.0883, 0.1973, 0.0, 0.33663, 0.24295, 0.32412, 0.0, 0.21339, 0.22707, 0.19794, 0.16476, 0.08643, 0.16863, 0.53786, 0.0, 0.15728, 0.27799, 0.21094000000000002, 0.18424000000000001, 0.0, 0.0, 0.062, 0.27072, 0.33494, 0.34741, 0.22715000000000002, 0.0, 0.16177, 0.3802, 0.0, 0.5122099999999999, 0.18313000000000001, 0.0, 0.21544, 0.0, 0.22272, 0.29373, 0.29331, 0.27979, 0.44489, 0.0, 0.0, 0.11618, 0.23037000000000002, 0.2833, 0.0, 0.11638, 0.08164, 0.32757000000000003, 0.15938, 0.07163, 0.00571, 0.0, 0.08581, 0.16121, 0.06188, 0.12515, 0.07997, 0.16695000000000002, 0.24106, 0.0, 0.30175, 0.14707, 0.5146499999999999, 0.33612, 0.36123, 0.44894]"
pima,JaB,PCA,100,0.045,0.123,0.128,"[0, 0, 0.27487, 0.30785, 0, 0.27971, 0, 0, 0, 0, 0, 0, 0.008, 0, 0.06233, 0.07239, 0, 0, 0.55053, 0.15123, 0, 0, 0, 0.1281, 0, 0, 0, 0, 0, 0, 0, 0.02067, 0, 0.12217, 0, 0, 0, 0, 0, 0, 0.012, 0, 0.05, 0, 0, 0, 0, 0.38412, 0, 0, 0, 0, 0, 0, 0.05221, 0.45352, 0, 0, 0.006, 0, 0, 0, 0, 0, 0.54034, 0, 0, 0, 0, 0, 0, 0, 0.082, 0, 0, 0, 0, 0, 0.10667, 0, 0, 0, 0, 0, 0, 0.03369, 0, 0, 0, 0, 0.006, 0.74812, 0, 0, 0, 0, 0, 0, 0, 0]"
pima,JaB,PCA,200,0.039,0.079,0.114,"[0, 0.09585, 0, 0, 0, 0.67413, 0, 0.07362, 0.02, 0.01761, 0.00333, 0.006670000000000001, 0.30639, 0, 0.02934, 0, 0.00333, 0.04544, 0.00923, 0.00333, 0, 0, 0, 0, 0.0106, 0, 0.00666, 0, 0.00666, 0, 0.00666, 0.04951, 0, 0, 0.07833, 0.00333, 0, 0.00666, 0, 0, 0.025330000000000002, 0, 0.00333, 0, 0, 0.52162, 0, 0, 0.0625, 0.02, 0.00666, 0, 0.12599, 0.01599, 0, 0.05221, 0, 0, 0.00333, 0.06334000000000001, 0.013330000000000002, 0, 0, 0.01933, 0.05733, 0.00666, 0.71514, 0.01047, 0.029330000000000002, 0, 0, 0, 0.082, 0, 0, 0, 0.00333, 0.01, 0.11, 0, 0, 0, 0.06334000000000001, 0.13411, 0, 0, 0, 0, 0, 0.03334, 0.00333, 0.013330000000000002, 0.02599, 0.01667, 0.02, 0.1508, 0, 0.00333, 0.059, 0]"
pima,JaB,PCA,300,0.079,0.235,0.141,"[0, 0.005, 0, 0.32361, 0, 0.21834, 0, 0.1625, 0.01999, 0.15025, 0.03366, 0.10495, 0.01571, 0.0, 0.01666, 0.61551, 0.015, 0.01, 0.15915, 0.20509, 0.02547, 0, 0.005, 0, 0.005, 0, 0.02666, 0, 0.025, 0.02166, 0.08283, 0, 0.02166, 0, 0.008329999999999999, 0.03133, 0, 0, 0.12666, 0, 0.02833, 0.11167, 0.00333, 0.015, 0.006670000000000001, 0.29412, 0, 0.02, 0.33245, 0.145, 0.14166, 0.00333, 0, 0.3235, 0.01499, 0.03421, 0.015, 0.00833, 0.00666, 0.06834, 0, 0.06833, 0, 0.43423, 0.6325, 0.10061, 0.12101, 0.02166, 0.025, 0.015, 0, 0.005, 0.00333, 0, 0.07, 0.00833, 0, 0.66728, 0.02833, 0, 0, 0.26001, 0.01547, 0.12897, 0.015, 0.18842, 0.00333, 0, 0, 0.03334, 0, 0.53167, 0.2322, 0.125, 0.155, 0.02333, 0, 0.01166, 0, 0.01]"
pima,JaB,PCA,400,0.068,0.251,0.112,"[0.005, 0, 0.17863, 0, 0.015, 0, 0, 0.29958, 0.28293, 0.01, 0.03467, 0.01333, 0.016890000000000002, 0, 0.2185, 0.015, 0.01332, 0.00333, 0.09664, 0.01923, 0, 0, 0, 0.005, 0.10088, 0, 0.02666, 0, 0.025, 0.02166, 0.02166, 0.34193, 0, 0, 0, 0, 0.006670000000000001, 0.01333, 0.12666, 0, 0.02333, 0.01467, 0.015, 0.11033, 0.02833, 0, 0.38424, 0.45567, 0.02, 0.18667, 0.14166, 0.30433, 0.00333, 0, 0.00666, 0.0075, 0.015, 0.00933, 0.00833, 0.005, 0, 0, 0.06833, 0.25184, 0.12101, 0.25061, 0.00666, 0.44649, 0.01, 0.015, 0.005, 0, 0, 0, 0, 0.10528, 0.01, 0.2475, 0.03, 0, 0, 0.26001, 0.19747, 0.005, 0.1578, 0, 0.015, 0, 0, 0.00833, 0.005, 0.38814, 0.01833, 0.19208, 0.125, 0, 0.01166, 0.155, 0, 0.01]"
pima,JaB,PCA,500,0.242,0.518,0.214,"[0.0, 0.265, 0.53028, 0.325, 0.31083, 0, 0, 0.46958, 0.66579, 0.27333, 0, 0.25333, 0.29067, 0.60532, 0.06041, 0.295, 0.28666, 0.26377, 0.12333, 0.42333, 0, 0.1956, 0, 0.255, 0.25, 0.26166, 0.67333, 0, 0, 0.31166, 0.31166, 0.37066, 0, 0, 0.008329999999999999, 0, 0.30833, 0.51666, 0.006670000000000001, 0, 0.44785, 0.02333, 0.29833, 0, 0.335, 0.67662, 0, 0.35, 0.65844, 0.43738, 0.03458, 0.48166, 0, 0.01499, 0.45808, 0.02333, 0.02433, 0.315, 0.33834, 0.225, 0.39833, 0.01, 0, 0.44101, 0.7259, 0.23166, 0.03515, 0.5531200000000001, 0.225, 0.325, 0, 0, 0.245, 0.246, 0.25833, 0.005, 0.33, 0.44782, 0.49125, 0, 0.02781, 0, 0.61001, 0.01833, 0.39333, 0.5108, 0, 0.28, 0.01333, 0.27833, 0, 0.63814, 0.515, 0, 0.475, 0.32833, 0.4425, 0.32166, 0, 0.35]"
pima,JaB,PCA,600,0.23,0.522,0.213,"[0.265, 0, 0.54077, 0, 0.69077, 0, 0.325, 0.3375, 0.46958, 0.02333, 0.25333, 0.01667, 0.01571, 0.28832, 0.48934, 0, 0.29333, 0.00333, 0.26059, 0.42333, 0, 0.26, 0, 0.265, 0, 0.20227, 0.25166, 0, 0.26166, 0.31166, 0.31333, 0.35026999999999997, 0.00333, 0.01833, 0.02, 0, 0.30833, 0.52166, 0.006670000000000001, 0, 0.46784, 0.02333, 0.29833, 0.335, 0, 0.71262, 0.34499, 0, 0.62426, 0.5779, 0.48166, 0.00333, 0, 0.03421, 0.00999, 0.45517, 0.05767, 0.32333, 0.33834, 0.32334, 0.01, 0.39833, 0, 0.72923, 0.40101, 0.24666, 0.17577, 0.225, 0.54862, 0.325, 0, 0.245, 0.00333, 0.3075, 0.495, 0, 0.24, 0.25833, 0.03, 0, 0, 0.00333, 0.52387, 0.61001, 0, 0.285, 0, 0.39333, 0.01833, 0.28333, 0.515, 0.006, 0.47167, 0, 0.6313, 0.32166, 0.00333, 0.32333, 0.44417, 0.34833]"
pima,JaB,PCA,700,0.225,0.516,0.206,"[0.265, 0, 0.54277, 0.3375, 0, 0.0, 0.68165, 0.325, 0.46525, 0.03833, 0.00333, 0.03334, 0.28832, 0.01833, 0.08405, 0.50017, 0.29333, 0, 0.26127, 0.42335, 0.0, 0, 0.22228, 0.0, 0.25, 0.31166, 0.255, 0.25166, 0.26166, 0, 0.299, 0.29833, 0, 0, 0.02, 0.31333, 0.008329999999999999, 0.52166, 0.13167, 0, 0.02333, 0.29833, 0.71262, 0.328, 0.44785, 0, 0, 0.35, 0.62412, 0.5744, 0.47583, 0.02833, 0, 0.029320000000000002, 0.0365, 0.45433, 0.32333, 0.00833, 0.33834, 0.21834, 0.02667, 0.39833, 0, 0.24666, 0.42061, 0.17614, 0.60519, 0.40101, 0.325, 0.225, 0, 0.245, 0.01333, 0.48625, 0.24, 0.01333, 0.25833, 0.035, 0.0, 0.23, 0.01, 0.54244, 0.39333, 0.01833, 0, 0.61001, 0.28, 0.01333, 0, 0.27833, 0.01933, 0.6313, 0.44167, 0.515, 0.46506, 0.32333, 0.31166, 0.005, 0.01833, 0.341]"
pima,JaB,PCA,800,0.22,0.515,0.209,"[0.265, 0.53362, 0, 0, 0.0, 0.74968, 0.325, 0.3375, 0.50041, 0.03333, 0.01333, 0.06022, 0.03467, 0, 0.425, 0.50017, 0.28666, 0.29333, 0.28422000000000003, 0.00333, 0.255, 0, 0.0, 0.0256, 0, 0.25, 0, 0.26166, 0.31166, 0.25166, 0.29833, 0.285, 0.01833, 0, 0.006670000000000001, 0.31333, 0, 0, 0.51666, 0, 0.44785, 0.02333, 0.335, 0.29833, 0, 0, 0.53388, 0.657, 0.34766, 0.57573, 0, 0.02833, 0.47916, 0.01499, 0.45433, 0.0475, 0.33168, 0.00933, 0.32333, 0.22834000000000002, 0.04214, 0.39833, 0.40101, 0.5909, 0, 0.26, 0.07571, 0.325, 0.225, 0.42061, 0, 0.245, 0.00333, 0.25833, 0.24, 0, 0.00333, 0.3075, 0.48875, 0, 0, 0.61001, 0.00333, 0.39333, 0, 0.52411, 0.00333, 0.0, 0.28, 0.27833, 0.01933, 0.6313, 0.46553, 0.515, 0.005, 0.4425, 0.31166, 0.32333, 0, 0.351]"
